:START_ID(FORUM_ID)|:END_ID(PERSON_ID)|:TYPE
549755814114|8796093023461|HAS_MODERATOR
343597383907|8796093023461|HAS_MODERATOR
343597383908|8796093023461|HAS_MODERATOR
687194767589|8796093023461|HAS_MODERATOR
481036337382|8796093023461|HAS_MODERATOR
618475290855|8796093023461|HAS_MODERATOR
687194767592|8796093023461|HAS_MODERATOR
687194767593|8796093023461|HAS_MODERATOR
962072674538|8796093023461|HAS_MODERATOR
755914244331|8796093023461|HAS_MODERATOR
412316860652|13194139533850|HAS_MODERATOR
481036337389|15393162789992|HAS_MODERATOR
481036337390|15393162790562|HAS_MODERATOR
824633721071|15393162790562|HAS_MODERATOR
687194767600|15393162790562|HAS_MODERATOR
962072674545|15393162790562|HAS_MODERATOR
549755814130|15393162790562|HAS_MODERATOR
893353197812|15393162790562|HAS_MODERATOR
549755814135|15393162790562|HAS_MODERATOR
755914244344|15393162790562|HAS_MODERATOR
549755814137|15393162790562|HAS_MODERATOR
618475290874|15393162790562|HAS_MODERATOR
549755814139|15393162790562|HAS_MODERATOR
687194767612|15393162790562|HAS_MODERATOR
687194767613|15393162790562|HAS_MODERATOR
1030792151294|15393162790562|HAS_MODERATOR
1030792151296|15393162790562|HAS_MODERATOR
618475290881|15393162790562|HAS_MODERATOR
618475290883|15393162790562|HAS_MODERATOR
549755814148|17592186044504|HAS_MODERATOR
618475290885|17592186044504|HAS_MODERATOR
549755814151|17592186044504|HAS_MODERATOR
755914244361|17592186044504|HAS_MODERATOR
755914244362|17592186044504|HAS_MODERATOR
893353197835|17592186044504|HAS_MODERATOR
755914244364|17592186044504|HAS_MODERATOR
687194767629|17592186044504|HAS_MODERATOR
618475290894|17592186044504|HAS_MODERATOR
893353197839|17592186044504|HAS_MODERATOR
755914244368|17592186044504|HAS_MODERATOR
893353197841|17592186044504|HAS_MODERATOR
1030792151314|17592186044504|HAS_MODERATOR
549755814163|17592186044504|HAS_MODERATOR
962072674581|17592186044504|HAS_MODERATOR
755914244374|17592186044504|HAS_MODERATOR
962072674583|17592186044504|HAS_MODERATOR
549755814169|17592186044810|HAS_MODERATOR
618475290906|17592186044810|HAS_MODERATOR
618475290907|17592186044810|HAS_MODERATOR
1030792151324|17592186044810|HAS_MODERATOR
962072674589|17592186044810|HAS_MODERATOR
893353197854|17592186044810|HAS_MODERATOR
687194767648|17592186044810|HAS_MODERATOR
618475290913|17592186044810|HAS_MODERATOR
893353197858|17592186044810|HAS_MODERATOR
893353197859|17592186044810|HAS_MODERATOR
1030792151332|17592186044810|HAS_MODERATOR
893353197861|17592186044810|HAS_MODERATOR
893353197862|17592186044810|HAS_MODERATOR
1030792151335|17592186044810|HAS_MODERATOR
687194767656|17592186044810|HAS_MODERATOR
687194767658|17592186044810|HAS_MODERATOR
687194767659|17592186044810|HAS_MODERATOR
618475290924|19791209300058|HAS_MODERATOR
962072674605|19791209300058|HAS_MODERATOR
687194767662|19791209300058|HAS_MODERATOR
962072674608|19791209300058|HAS_MODERATOR
962072674609|19791209300058|HAS_MODERATOR
1030792151346|19791209300058|HAS_MODERATOR
1030792151347|19791209300058|HAS_MODERATOR
755914244404|19791209300058|HAS_MODERATOR
824633721143|19791209300058|HAS_MODERATOR
962072674616|19791209300058|HAS_MODERATOR
893353197882|19791209300058|HAS_MODERATOR
1030792151355|19791209300058|HAS_MODERATOR
893353197884|19791209300058|HAS_MODERATOR
687194767677|21990232556714|HAS_MODERATOR
893353197886|28587302322741|HAS_MODERATOR
1030792151359|32985348833558|HAS_MODERATOR
68719477057|2199023257128|HAS_MODERATOR
137438953794|4398046512764|HAS_MODERATOR
412316860739|4398046512764|HAS_MODERATOR
1099511628100|4398046512764|HAS_MODERATOR
824633721157|4398046512764|HAS_MODERATOR
549755814214|4398046512764|HAS_MODERATOR
1030792151367|4398046512764|HAS_MODERATOR
1030792151368|4398046512764|HAS_MODERATOR
481036337481|4398046512764|HAS_MODERATOR
824633721162|4398046512764|HAS_MODERATOR
343597384012|4398046512764|HAS_MODERATOR
1030792151373|4398046512764|HAS_MODERATOR
549755814222|4398046512764|HAS_MODERATOR
1030792151375|4398046512764|HAS_MODERATOR
1030792151376|4398046512764|HAS_MODERATOR
412316860753|4398046512764|HAS_MODERATOR
1030792151378|4398046512764|HAS_MODERATOR
755914244435|4398046512764|HAS_MODERATOR
206158430548|4398046512764|HAS_MODERATOR
549755814229|4398046512764|HAS_MODERATOR
687194767702|4398046512764|HAS_MODERATOR
343597384023|4398046512764|HAS_MODERATOR
549755814233|4398046512764|HAS_MODERATOR
687194767706|4398046512764|HAS_MODERATOR
687194767707|4398046512764|HAS_MODERATOR
137438953820|4398046512764|HAS_MODERATOR
343597384029|4398046512764|HAS_MODERATOR
206158430558|4398046512764|HAS_MODERATOR
549755814239|4398046512764|HAS_MODERATOR
962072674656|4398046512764|HAS_MODERATOR
1030792151393|4398046512764|HAS_MODERATOR
206158430562|6597069766961|HAS_MODERATOR
893353197923|6597069766961|HAS_MODERATOR
412316860772|6597069766961|HAS_MODERATOR
274877907301|6597069766961|HAS_MODERATOR
755914244454|6597069766961|HAS_MODERATOR
687194767719|6597069766961|HAS_MODERATOR
343597384041|6597069766961|HAS_MODERATOR
274877907306|6597069766961|HAS_MODERATOR
962072674667|6597069766961|HAS_MODERATOR
962072674668|6597069766961|HAS_MODERATOR
274877907309|6597069766961|HAS_MODERATOR
618475290990|6597069766961|HAS_MODERATOR
1030792151407|6597069766961|HAS_MODERATOR
755914244464|6597069766961|HAS_MODERATOR
893353197937|6597069766961|HAS_MODERATOR
206158430578|6597069766961|HAS_MODERATOR
481036337523|6597069766961|HAS_MODERATOR
412316860788|6597069766961|HAS_MODERATOR
962072674677|6597069766961|HAS_MODERATOR
893353197942|6597069766961|HAS_MODERATOR
687194767735|6597069766961|HAS_MODERATOR
962072674680|6597069766961|HAS_MODERATOR
549755814265|6597069766961|HAS_MODERATOR
1030792151419|6597069766961|HAS_MODERATOR
962072674684|6597069766961|HAS_MODERATOR
481036337533|6597069766961|HAS_MODERATOR
481036337534|6597069766961|HAS_MODERATOR
343597384063|6597069766961|HAS_MODERATOR
755914244480|6597069766961|HAS_MODERATOR
274877907329|8796093022367|HAS_MODERATOR
549755814274|8796093022367|HAS_MODERATOR
1030792151427|8796093022367|HAS_MODERATOR
755914244485|8796093022367|HAS_MODERATOR
618475291015|8796093022367|HAS_MODERATOR
1030792151432|8796093022367|HAS_MODERATOR
412316860809|8796093022367|HAS_MODERATOR
962072674698|8796093022367|HAS_MODERATOR
343597384075|8796093022367|HAS_MODERATOR
824633721228|8796093022367|HAS_MODERATOR
274877907341|8796093022367|HAS_MODERATOR
962072674702|8796093022367|HAS_MODERATOR
755914244495|8796093022367|HAS_MODERATOR
481036337552|8796093022367|HAS_MODERATOR
481036337553|8796093022367|HAS_MODERATOR
343597384082|8796093022367|HAS_MODERATOR
343597384083|8796093022367|HAS_MODERATOR
481036337557|8796093022367|HAS_MODERATOR
687194767766|8796093022367|HAS_MODERATOR
824633721239|8796093022367|HAS_MODERATOR
618475291032|8796093022367|HAS_MODERATOR
893353197977|8796093022367|HAS_MODERATOR
274877907354|8796093022367|HAS_MODERATOR
549755814299|8796093022367|HAS_MODERATOR
481036337564|8796093022367|HAS_MODERATOR
549755814301|8796093022367|HAS_MODERATOR
274877907358|8796093022641|HAS_MODERATOR
962072674719|8796093022641|HAS_MODERATOR
962072674721|8796093022641|HAS_MODERATOR
412316860834|8796093022641|HAS_MODERATOR
893353197987|8796093022641|HAS_MODERATOR
1030792151460|8796093022641|HAS_MODERATOR
824633721253|8796093022641|HAS_MODERATOR
893353197990|8796093022641|HAS_MODERATOR
962072674727|8796093022641|HAS_MODERATOR
824633721256|8796093022641|HAS_MODERATOR
824633721257|8796093022641|HAS_MODERATOR
755914244522|8796093022641|HAS_MODERATOR
412316860843|8796093022641|HAS_MODERATOR
893353197996|8796093022641|HAS_MODERATOR
893353197997|8796093022641|HAS_MODERATOR
1030792151470|8796093022641|HAS_MODERATOR
1030792151471|8796093022641|HAS_MODERATOR
1030792151472|8796093022641|HAS_MODERATOR
962072674737|8796093022641|HAS_MODERATOR
274877907379|8796093022641|HAS_MODERATOR
687194767796|8796093022641|HAS_MODERATOR
481036337589|8796093022641|HAS_MODERATOR
343597384120|8796093022641|HAS_MODERATOR
412316860857|8796093022641|HAS_MODERATOR
274877907386|8796093022764|HAS_MODERATOR
962072674747|8796093022764|HAS_MODERATOR
549755814332|8796093022764|HAS_MODERATOR
481036337597|8796093022764|HAS_MODERATOR
481036337598|8796093022764|HAS_MODERATOR
549755814335|8796093022764|HAS_MODERATOR
618475291073|8796093022764|HAS_MODERATOR
549755814338|8796093022764|HAS_MODERATOR
412316860867|8796093022764|HAS_MODERATOR
274877907396|8796093022764|HAS_MODERATOR
687194767814|8796093022764|HAS_MODERATOR
412316860871|8796093022764|HAS_MODERATOR
412316860872|8796093022764|HAS_MODERATOR
549755814346|8796093022764|HAS_MODERATOR
343597384139|8796093022764|HAS_MODERATOR
687194767820|8796093022764|HAS_MODERATOR
1030792151502|8796093022764|HAS_MODERATOR
1030792151503|8796093022764|HAS_MODERATOR
755914244562|8796093022764|HAS_MODERATOR
1030792151507|8796093022764|HAS_MODERATOR
549755814356|8796093022764|HAS_MODERATOR
412316860885|8796093022764|HAS_MODERATOR
824633721302|8796093022764|HAS_MODERATOR
274877907415|8796093023138|HAS_MODERATOR
481036337624|8796093023138|HAS_MODERATOR
481036337625|8796093023138|HAS_MODERATOR
1030792151514|8796093023138|HAS_MODERATOR
481036337627|8796093023138|HAS_MODERATOR
412316860894|8796093023138|HAS_MODERATOR
687194767839|8796093023138|HAS_MODERATOR
962072674784|8796093023138|HAS_MODERATOR
412316860897|8796093023138|HAS_MODERATOR
549755814370|8796093023138|HAS_MODERATOR
343597384163|8796093023138|HAS_MODERATOR
343597384164|8796093023138|HAS_MODERATOR
549755814373|8796093023138|HAS_MODERATOR
687194767846|8796093023138|HAS_MODERATOR
755914244583|8796093023138|HAS_MODERATOR
962072674792|8796093023138|HAS_MODERATOR
687194767849|8796093023138|HAS_MODERATOR
1030792151530|8796093023138|HAS_MODERATOR
755914244587|8796093023138|HAS_MODERATOR
412316860908|8796093023138|HAS_MODERATOR
1030792151533|8796093023138|HAS_MODERATOR
893353198062|8796093023138|HAS_MODERATOR
343597384175|8796093023138|HAS_MODERATOR
618475291120|8796093023138|HAS_MODERATOR
1030792151537|8796093023138|HAS_MODERATOR
412316860914|8796093023138|HAS_MODERATOR
962072674803|8796093023138|HAS_MODERATOR
481036337652|15393162789410|HAS_MODERATOR
893353198069|15393162789410|HAS_MODERATOR
618475291126|15393162789410|HAS_MODERATOR
824633721335|15393162789410|HAS_MODERATOR
687194767864|15393162789410|HAS_MODERATOR
687194767865|15393162789410|HAS_MODERATOR
549755814395|15393162789410|HAS_MODERATOR
687194767868|15393162789410|HAS_MODERATOR
549755814398|15393162789410|HAS_MODERATOR
824633721343|15393162789410|HAS_MODERATOR
687194767872|15393162789410|HAS_MODERATOR
824633721345|15393162789410|HAS_MODERATOR
962072674818|15393162789410|HAS_MODERATOR
618475291139|15393162789410|HAS_MODERATOR
687194767876|15393162789410|HAS_MODERATOR
481036337670|15393162789410|HAS_MODERATOR
549755814408|15393162789410|HAS_MODERATOR
687194767881|15393162789410|HAS_MODERATOR
618475291146|19791209301403|HAS_MODERATOR
618475291147|19791209301577|HAS_MODERATOR
893353198093|19791209301577|HAS_MODERATOR
687194767886|19791209301577|HAS_MODERATOR
1030792151568|19791209301577|HAS_MODERATOR
1030792151569|19791209301577|HAS_MODERATOR
824633721362|19791209301577|HAS_MODERATOR
1030792151571|19791209301577|HAS_MODERATOR
755914244628|19791209301577|HAS_MODERATOR
962072674837|19791209301577|HAS_MODERATOR
618475291158|19791209301577|HAS_MODERATOR
687194767896|19791209301577|HAS_MODERATOR
962072674841|19791209301577|HAS_MODERATOR
1030792151579|19791209301577|HAS_MODERATOR
962072674844|19791209301577|HAS_MODERATOR
824633721373|19791209301577|HAS_MODERATOR
687194767902|21990232555940|HAS_MODERATOR
755914244639|24189255811398|HAS_MODERATOR
893353198112|28587302322686|HAS_MODERATOR
1030792151587|28587302322686|HAS_MODERATOR
962072674852|28587302322686|HAS_MODERATOR
962072674855|28587302322686|HAS_MODERATOR
962072674857|28587302322686|HAS_MODERATOR
1030792151594|28587302322686|HAS_MODERATOR
962072674859|30786325579136|HAS_MODERATOR
1030792151596|32985348833849|HAS_MODERATOR
137438954031|4398046511463|HAS_MODERATOR
618475291184|4398046511463|HAS_MODERATOR
755914244658|4398046511463|HAS_MODERATOR
549755814452|4398046511463|HAS_MODERATOR
206158430773|4398046511463|HAS_MODERATOR
687194767926|4398046511463|HAS_MODERATOR
618475291191|4398046511463|HAS_MODERATOR
206158430776|4398046511463|HAS_MODERATOR
824633721401|4398046511463|HAS_MODERATOR
687194767930|4398046511463|HAS_MODERATOR
206158430779|4398046511463|HAS_MODERATOR
755914244669|4398046511463|HAS_MODERATOR
1030792151614|4398046511463|HAS_MODERATOR
1030792151615|4398046511463|HAS_MODERATOR
549755814464|4398046511463|HAS_MODERATOR
893353198145|4398046511463|HAS_MODERATOR
755914244674|4398046511463|HAS_MODERATOR
137438954051|4398046511463|HAS_MODERATOR
481036337732|4398046511463|HAS_MODERATOR
687194767941|4398046511463|HAS_MODERATOR
687194767942|4398046511463|HAS_MODERATOR
137438954055|4398046511463|HAS_MODERATOR
893353198152|4398046511463|HAS_MODERATOR
412316861001|4398046511463|HAS_MODERATOR
618475291210|4398046511463|HAS_MODERATOR
481036337739|4398046511463|HAS_MODERATOR
343597384268|4398046511463|HAS_MODERATOR
755914244685|4398046511463|HAS_MODERATOR
824633721422|4398046511463|HAS_MODERATOR
549755814479|4398046511463|HAS_MODERATOR
137438954064|4398046512636|HAS_MODERATOR
206158430801|6597069766695|HAS_MODERATOR
481036337746|6597069766695|HAS_MODERATOR
893353198163|6597069766695|HAS_MODERATOR
893353198164|6597069766695|HAS_MODERATOR
206158430805|6597069766695|HAS_MODERATOR
412316861014|6597069766695|HAS_MODERATOR
962072674903|6597069766695|HAS_MODERATOR
1030792151640|6597069766695|HAS_MODERATOR
962072674905|6597069766695|HAS_MODERATOR
824633721434|6597069766695|HAS_MODERATOR
687194767963|6597069766695|HAS_MODERATOR
962072674908|6597069766695|HAS_MODERATOR
549755814493|6597069766695|HAS_MODERATOR
412316861022|6597069766695|HAS_MODERATOR
206158430815|6597069766695|HAS_MODERATOR
549755814496|6597069766695|HAS_MODERATOR
824633721441|6597069766695|HAS_MODERATOR
687194767970|6597069766695|HAS_MODERATOR
893353198179|6597069766695|HAS_MODERATOR
412316861028|6597069766695|HAS_MODERATOR
549755814501|6597069766695|HAS_MODERATOR
893353198182|6597069766695|HAS_MODERATOR
1030792151655|6597069766695|HAS_MODERATOR
206158430824|6597069766695|HAS_MODERATOR
893353198185|6597069766695|HAS_MODERATOR
206158430826|6597069766695|HAS_MODERATOR
618475291243|6597069766695|HAS_MODERATOR
962072674925|6597069766695|HAS_MODERATOR
893353198190|6597069766695|HAS_MODERATOR
206158430831|6597069766695|HAS_MODERATOR
206158430832|6597069767625|HAS_MODERATOR
755914244721|6597069767625|HAS_MODERATOR
687194767986|6597069767625|HAS_MODERATOR
962072674932|6597069767625|HAS_MODERATOR
206158430837|6597069767625|HAS_MODERATOR
206158430838|6597069767625|HAS_MODERATOR
1030792151671|6597069767625|HAS_MODERATOR
481036337784|6597069767625|HAS_MODERATOR
893353198201|6597069767625|HAS_MODERATOR
206158430842|6597069767625|HAS_MODERATOR
549755814523|6597069767625|HAS_MODERATOR
549755814524|6597069767625|HAS_MODERATOR
962072674941|6597069767625|HAS_MODERATOR
412316861054|6597069767625|HAS_MODERATOR
755914244735|6597069767625|HAS_MODERATOR
206158430848|6597069767625|HAS_MODERATOR
618475291265|6597069767625|HAS_MODERATOR
893353198210|6597069767625|HAS_MODERATOR
687194768003|6597069767625|HAS_MODERATOR
824633721476|6597069767625|HAS_MODERATOR
618475291269|6597069767625|HAS_MODERATOR
824633721478|6597069767625|HAS_MODERATOR
962072674951|6597069767625|HAS_MODERATOR
412316861064|6597069767625|HAS_MODERATOR
412316861065|6597069767625|HAS_MODERATOR
1030792151690|6597069767625|HAS_MODERATOR
1030792151691|6597069767625|HAS_MODERATOR
755914244748|6597069767625|HAS_MODERATOR
687194768013|6597069767625|HAS_MODERATOR
274877907598|6597069767625|HAS_MODERATOR
274877907599|8796093022467|HAS_MODERATOR
412316861072|13194139533332|HAS_MODERATOR
824633721489|13194139533332|HAS_MODERATOR
549755814546|13194139533332|HAS_MODERATOR
481036337811|13194139533332|HAS_MODERATOR
412316861077|13194139533332|HAS_MODERATOR
893353198230|13194139533332|HAS_MODERATOR
824633721495|13194139533332|HAS_MODERATOR
481036337816|13194139533332|HAS_MODERATOR
893353198233|13194139533332|HAS_MODERATOR
824633721499|13194139533332|HAS_MODERATOR
687194768028|13194139533332|HAS_MODERATOR
1099511628445|13194139533332|HAS_MODERATOR
687194768030|13194139533332|HAS_MODERATOR
893353198239|13194139533332|HAS_MODERATOR
618475291296|13194139533332|HAS_MODERATOR
687194768033|13194139533332|HAS_MODERATOR
687194768034|13194139533332|HAS_MODERATOR
755914244771|13194139533332|HAS_MODERATOR
549755814564|13194139533332|HAS_MODERATOR
893353198246|13194139533332|HAS_MODERATOR
1030792151719|13194139533332|HAS_MODERATOR
687194768040|13194139533332|HAS_MODERATOR
412316861097|13194139533589|HAS_MODERATOR
618475291306|13194139533589|HAS_MODERATOR
962072674987|13194139533589|HAS_MODERATOR
618475291308|13194139533589|HAS_MODERATOR
687194768046|13194139533589|HAS_MODERATOR
962072674991|13194139533589|HAS_MODERATOR
618475291313|13194139533589|HAS_MODERATOR
687194768050|13194139533589|HAS_MODERATOR
481036337843|13194139533589|HAS_MODERATOR
755914244788|13194139533589|HAS_MODERATOR
618475291317|13194139533589|HAS_MODERATOR
687194768054|13194139533589|HAS_MODERATOR
962072675000|13194139533589|HAS_MODERATOR
755914244793|13194139533589|HAS_MODERATOR
1030792151738|13194139533589|HAS_MODERATOR
755914244795|13194139533589|HAS_MODERATOR
412316861116|13194139533589|HAS_MODERATOR
618475291325|13194139533589|HAS_MODERATOR
481036337857|15393162789707|HAS_MODERATOR
687194768066|21990232556536|HAS_MODERATOR
755914244803|24189255811694|HAS_MODERATOR
755914244804|24189255812103|HAS_MODERATOR
962072675014|24189255812103|HAS_MODERATOR
962072675019|24189255812103|HAS_MODERATOR
755914244812|24189255812103|HAS_MODERATOR
962072675021|24189255812103|HAS_MODERATOR
824633721550|24189255812103|HAS_MODERATOR
962072675025|30786325577812|HAS_MODERATOR
1030792151763|30786325577812|HAS_MODERATOR
1030792151765|30786325577812|HAS_MODERATOR
962072675032|30786325577960|HAS_MODERATOR
962072675033|30786325578795|HAS_MODERATOR
962072675034|30786325579035|HAS_MODERATOR
962072675035|30786325579119|HAS_MODERATOR
1030792151773|30786325579119|HAS_MODERATOR
962072675038|30786325579119|HAS_MODERATOR
962072675039|30786325579119|HAS_MODERATOR
1030792151777|30786325579119|HAS_MODERATOR
1030792151778|32985348834262|HAS_MODERATOR
1030792151781|32985348834262|HAS_MODERATOR
1030792151783|32985348834262|HAS_MODERATOR
1030792151784|32985348834823|HAS_MODERATOR
745|65|HAS_MODERATOR
824633721578|65|HAS_MODERATOR
962072675051|65|HAS_MODERATOR
1030792151788|65|HAS_MODERATOR
687194768109|65|HAS_MODERATOR
