:START_ID(FORUM_ID)|:END_ID(TAG_ID)|:TYPE
36|3005|HAS_TAG
36|3011|HAS_TAG
36|3059|HAS_TAG
36|5116|HAS_TAG
36|5133|HAS_TAG
36|5191|HAS_TAG
36|5978|HAS_TAG
36|6363|HAS_TAG
36|6383|HAS_TAG
36|6456|HAS_TAG
36|6801|HAS_TAG
36|7936|HAS_TAG
36|9058|HAS_TAG
36|9076|HAS_TAG
36|9161|HAS_TAG
36|9277|HAS_TAG
36|11258|HAS_TAG
68719476773|566|HAS_TAG
68719476773|568|HAS_TAG
68719476773|779|HAS_TAG
68719476773|977|HAS_TAG
68719476773|1499|HAS_TAG
68719476773|1644|HAS_TAG
68719476773|1991|HAS_TAG
68719476773|2002|HAS_TAG
68719476773|2017|HAS_TAG
68719476773|2020|HAS_TAG
68719476773|2067|HAS_TAG
68719476773|2777|HAS_TAG
68719476773|2780|HAS_TAG
68719476773|2785|HAS_TAG
68719476773|2793|HAS_TAG
68719476773|2798|HAS_TAG
68719476773|2845|HAS_TAG
68719476773|2888|HAS_TAG
68719476773|2909|HAS_TAG
68719476773|2976|HAS_TAG
68719476773|3000|HAS_TAG
68719476773|3045|HAS_TAG
68719476773|3047|HAS_TAG
68719476773|3055|HAS_TAG
68719476773|3073|HAS_TAG
68719476773|6383|HAS_TAG
68719476773|6756|HAS_TAG
68719476773|9097|HAS_TAG
68719476773|10710|HAS_TAG
137438953510|1749|HAS_TAG
206158430247|321|HAS_TAG
206158430247|1545|HAS_TAG
206158430247|1999|HAS_TAG
206158430247|2031|HAS_TAG
206158430247|2888|HAS_TAG
206158430247|2940|HAS_TAG
206158430247|5196|HAS_TAG
206158430247|7524|HAS_TAG
206158430247|9170|HAS_TAG
206158430247|10190|HAS_TAG
274877906984|5196|HAS_TAG
481036337193|321|HAS_TAG
1030792151082|9170|HAS_TAG
412316860459|1999|HAS_TAG
962072674349|7524|HAS_TAG
755914244142|9170|HAS_TAG
274877906991|7524|HAS_TAG
618475290672|9170|HAS_TAG
274877906994|2940|HAS_TAG
755914244147|5196|HAS_TAG
824633720884|1999|HAS_TAG
962072674357|1999|HAS_TAG
962072674358|9170|HAS_TAG
1030792151095|2940|HAS_TAG
549755813944|2940|HAS_TAG
274877907001|1545|HAS_TAG
343597383738|1999|HAS_TAG
618475290683|5196|HAS_TAG
274877907004|321|HAS_TAG
755914244157|10190|HAS_TAG
343597383742|7524|HAS_TAG
893353197631|1545|HAS_TAG
206158430272|9170|HAS_TAG
274877907009|7524|HAS_TAG
893353197634|2031|HAS_TAG
1030792151107|1545|HAS_TAG
274877907012|2940|HAS_TAG
343597383749|138|HAS_TAG
343597383749|523|HAS_TAG
343597383749|581|HAS_TAG
343597383749|784|HAS_TAG
343597383749|1186|HAS_TAG
343597383749|1424|HAS_TAG
343597383749|1760|HAS_TAG
343597383749|1985|HAS_TAG
343597383749|1995|HAS_TAG
343597383749|1997|HAS_TAG
343597383749|2001|HAS_TAG
343597383749|2008|HAS_TAG
343597383749|2039|HAS_TAG
343597383749|2106|HAS_TAG
343597383749|2109|HAS_TAG
343597383749|2777|HAS_TAG
343597383749|2779|HAS_TAG
343597383749|2785|HAS_TAG
343597383749|2818|HAS_TAG
343597383749|2831|HAS_TAG
343597383749|2856|HAS_TAG
343597383749|2859|HAS_TAG
343597383749|2862|HAS_TAG
343597383749|2876|HAS_TAG
343597383749|2907|HAS_TAG
343597383749|2958|HAS_TAG
343597383749|2960|HAS_TAG
343597383749|2984|HAS_TAG
343597383749|3021|HAS_TAG
343597383749|3028|HAS_TAG
343597383749|3040|HAS_TAG
343597383749|3072|HAS_TAG
343597383749|3096|HAS_TAG
343597383749|4849|HAS_TAG
343597383749|5070|HAS_TAG
343597383749|5078|HAS_TAG
343597383749|5129|HAS_TAG
343597383749|5146|HAS_TAG
343597383749|6399|HAS_TAG
343597383749|6400|HAS_TAG
343597383749|6890|HAS_TAG
343597383749|6962|HAS_TAG
343597383749|6964|HAS_TAG
343597383749|7330|HAS_TAG
343597383749|7598|HAS_TAG
343597383749|8784|HAS_TAG
343597383749|9163|HAS_TAG
343597383749|10492|HAS_TAG
343597383749|10681|HAS_TAG
343597383749|11250|HAS_TAG
343597383749|11628|HAS_TAG
343597383749|11852|HAS_TAG
962072674374|3028|HAS_TAG
755914244167|6962|HAS_TAG
1030792151112|1760|HAS_TAG
1030792151113|2001|HAS_TAG
412316860490|2856|HAS_TAG
962072674379|2856|HAS_TAG
618475290700|6962|HAS_TAG
481036337229|6890|HAS_TAG
962072674382|3072|HAS_TAG
1030792151119|2958|HAS_TAG
893353197648|5070|HAS_TAG
893353197649|2984|HAS_TAG
687194767442|2907|HAS_TAG
962072674387|1186|HAS_TAG
755914244180|5070|HAS_TAG
962072674389|2777|HAS_TAG
687194767447|5078|HAS_TAG
412316860504|784|HAS_TAG
824633720921|2785|HAS_TAG
962072674394|4849|HAS_TAG
481036337243|6964|HAS_TAG
481036337244|3040|HAS_TAG
343597383773|2109|HAS_TAG
755914244190|2862|HAS_TAG
549755813983|2109|HAS_TAG
549755813984|6|HAS_TAG
549755813984|138|HAS_TAG
549755813984|588|HAS_TAG
549755813984|778|HAS_TAG
549755813984|781|HAS_TAG
549755813984|797|HAS_TAG
549755813984|808|HAS_TAG
549755813984|973|HAS_TAG
549755813984|1024|HAS_TAG
549755813984|1026|HAS_TAG
549755813984|1172|HAS_TAG
549755813984|1173|HAS_TAG
549755813984|1180|HAS_TAG
549755813984|1184|HAS_TAG
549755813984|1185|HAS_TAG
549755813984|1201|HAS_TAG
549755813984|1759|HAS_TAG
549755813984|1762|HAS_TAG
549755813984|1995|HAS_TAG
549755813984|2001|HAS_TAG
549755813984|2003|HAS_TAG
549755813984|2017|HAS_TAG
549755813984|2034|HAS_TAG
549755813984|2048|HAS_TAG
549755813984|2059|HAS_TAG
549755813984|2076|HAS_TAG
549755813984|2078|HAS_TAG
549755813984|2092|HAS_TAG
549755813984|2792|HAS_TAG
549755813984|2837|HAS_TAG
549755813984|2862|HAS_TAG
549755813984|2992|HAS_TAG
549755813984|3035|HAS_TAG
549755813984|5085|HAS_TAG
549755813984|5118|HAS_TAG
549755813984|5176|HAS_TAG
549755813984|6368|HAS_TAG
549755813984|6413|HAS_TAG
549755813984|6945|HAS_TAG
549755813984|9058|HAS_TAG
549755813984|9063|HAS_TAG
549755813984|11254|HAS_TAG
549755813984|11375|HAS_TAG
549755813984|11622|HAS_TAG
549755813984|11625|HAS_TAG
549755813984|11628|HAS_TAG
549755813984|11695|HAS_TAG
549755813984|11742|HAS_TAG
893353197665|9063|HAS_TAG
618475290722|11622|HAS_TAG
618475290723|11695|HAS_TAG
824633720932|1762|HAS_TAG
962072674405|973|HAS_TAG
962072674406|6413|HAS_TAG
755914244199|6|HAS_TAG
687194767464|808|HAS_TAG
824633720938|2003|HAS_TAG
755914244203|1180|HAS_TAG
962072674412|2034|HAS_TAG
618475290733|11254|HAS_TAG
962072674415|6413|HAS_TAG
755914244208|11375|HAS_TAG
549755814001|9058|HAS_TAG
687194767474|6|HAS_TAG
893353197683|2001|HAS_TAG
687194767476|205|HAS_TAG
687194767476|295|HAS_TAG
687194767476|543|HAS_TAG
687194767476|566|HAS_TAG
687194767476|1030|HAS_TAG
687194767476|1448|HAS_TAG
687194767476|1616|HAS_TAG
687194767476|1672|HAS_TAG
687194767476|1984|HAS_TAG
687194767476|2021|HAS_TAG
687194767476|2029|HAS_TAG
687194767476|2047|HAS_TAG
687194767476|2780|HAS_TAG
687194767476|2792|HAS_TAG
687194767476|2808|HAS_TAG
687194767476|2861|HAS_TAG
687194767476|2924|HAS_TAG
687194767476|2933|HAS_TAG
687194767476|6470|HAS_TAG
687194767476|6733|HAS_TAG
687194767476|7494|HAS_TAG
687194767476|9141|HAS_TAG
687194767476|11088|HAS_TAG
687194767476|11379|HAS_TAG
687194767476|15333|HAS_TAG
824633720949|295|HAS_TAG
893353197686|2924|HAS_TAG
893353197688|7494|HAS_TAG
1030792151161|11379|HAS_TAG
824633720954|7494|HAS_TAG
962072674427|15333|HAS_TAG
755914244220|1672|HAS_TAG
824633720957|11379|HAS_TAG
1030792151168|2808|HAS_TAG
893353197697|2792|HAS_TAG
824633720962|2808|HAS_TAG
687194767491|138|HAS_TAG
687194767491|216|HAS_TAG
687194767491|281|HAS_TAG
687194767491|286|HAS_TAG
687194767491|566|HAS_TAG
687194767491|573|HAS_TAG
687194767491|574|HAS_TAG
687194767491|576|HAS_TAG
687194767491|593|HAS_TAG
687194767491|781|HAS_TAG
687194767491|1022|HAS_TAG
687194767491|1178|HAS_TAG
687194767491|1186|HAS_TAG
687194767491|1545|HAS_TAG
687194767491|1548|HAS_TAG
687194767491|1668|HAS_TAG
687194767491|1671|HAS_TAG
687194767491|1672|HAS_TAG
687194767491|1758|HAS_TAG
687194767491|1985|HAS_TAG
687194767491|1992|HAS_TAG
687194767491|2008|HAS_TAG
687194767491|2031|HAS_TAG
687194767491|2036|HAS_TAG
687194767491|2046|HAS_TAG
687194767491|2058|HAS_TAG
687194767491|2077|HAS_TAG
687194767491|2082|HAS_TAG
687194767491|2116|HAS_TAG
687194767491|2778|HAS_TAG
687194767491|2783|HAS_TAG
687194767491|2802|HAS_TAG
687194767491|2804|HAS_TAG
687194767491|2806|HAS_TAG
687194767491|2818|HAS_TAG
687194767491|2823|HAS_TAG
687194767491|2826|HAS_TAG
687194767491|2832|HAS_TAG
687194767491|2879|HAS_TAG
687194767491|2884|HAS_TAG
687194767491|2895|HAS_TAG
687194767491|2912|HAS_TAG
687194767491|2959|HAS_TAG
687194767491|3029|HAS_TAG
687194767491|3047|HAS_TAG
687194767491|3087|HAS_TAG
687194767491|4848|HAS_TAG
687194767491|5119|HAS_TAG
687194767491|5321|HAS_TAG
687194767491|5563|HAS_TAG
687194767491|6360|HAS_TAG
687194767491|6363|HAS_TAG
687194767491|6365|HAS_TAG
687194767491|6706|HAS_TAG
687194767491|7001|HAS_TAG
687194767491|7034|HAS_TAG
687194767491|7380|HAS_TAG
687194767491|7521|HAS_TAG
687194767491|7572|HAS_TAG
687194767491|7860|HAS_TAG
687194767491|8897|HAS_TAG
687194767491|9150|HAS_TAG
687194767491|9174|HAS_TAG
687194767491|9188|HAS_TAG
687194767491|9299|HAS_TAG
687194767491|10038|HAS_TAG
687194767491|10961|HAS_TAG
687194767491|11123|HAS_TAG
687194767491|12273|HAS_TAG
687194767491|12392|HAS_TAG
687194767491|13376|HAS_TAG
755914244228|1022|HAS_TAG
755914244228|1525|HAS_TAG
755914244228|1545|HAS_TAG
755914244228|1864|HAS_TAG
755914244228|2878|HAS_TAG
755914244228|2941|HAS_TAG
755914244228|2960|HAS_TAG
755914244228|4917|HAS_TAG
755914244228|8604|HAS_TAG
755914244228|9144|HAS_TAG
755914244229|2941|HAS_TAG
962072674439|1864|HAS_TAG
824633720968|4917|HAS_TAG
824633720969|1545|HAS_TAG
962072674442|2878|HAS_TAG
824633720975|8604|HAS_TAG
1030792151184|9144|HAS_TAG
962072674449|2960|HAS_TAG
824633720978|1524|HAS_TAG
824633720978|2041|HAS_TAG
824633720978|14812|HAS_TAG
893353197715|265|HAS_TAG
893353197715|1908|HAS_TAG
893353197715|1953|HAS_TAG
893353197715|2081|HAS_TAG
893353197715|2779|HAS_TAG
893353197715|2841|HAS_TAG
893353197715|2860|HAS_TAG
893353197715|2900|HAS_TAG
893353197715|2907|HAS_TAG
893353197715|2990|HAS_TAG
893353197715|6984|HAS_TAG
893353197715|6989|HAS_TAG
893353197715|7604|HAS_TAG
893353197715|9144|HAS_TAG
962072674452|140|HAS_TAG
962072674452|162|HAS_TAG
962072674452|196|HAS_TAG
962072674452|468|HAS_TAG
962072674452|780|HAS_TAG
962072674452|781|HAS_TAG
962072674452|808|HAS_TAG
962072674452|812|HAS_TAG
962072674452|1023|HAS_TAG
962072674452|1152|HAS_TAG
962072674452|1176|HAS_TAG
962072674452|1669|HAS_TAG
962072674452|1910|HAS_TAG
962072674452|1984|HAS_TAG
962072674452|1985|HAS_TAG
962072674452|1986|HAS_TAG
962072674452|1987|HAS_TAG
962072674452|1989|HAS_TAG
962072674452|2036|HAS_TAG
962072674452|2057|HAS_TAG
962072674452|2088|HAS_TAG
962072674452|2777|HAS_TAG
962072674452|2779|HAS_TAG
962072674452|2780|HAS_TAG
962072674452|2793|HAS_TAG
962072674452|2796|HAS_TAG
962072674452|2832|HAS_TAG
962072674452|2835|HAS_TAG
962072674452|2836|HAS_TAG
962072674452|2850|HAS_TAG
962072674452|2866|HAS_TAG
962072674452|2872|HAS_TAG
962072674452|2914|HAS_TAG
962072674452|2920|HAS_TAG
962072674452|2946|HAS_TAG
962072674452|2960|HAS_TAG
962072674452|2982|HAS_TAG
962072674452|2996|HAS_TAG
962072674452|4848|HAS_TAG
962072674452|5063|HAS_TAG
962072674452|5450|HAS_TAG
962072674452|6556|HAS_TAG
962072674452|7005|HAS_TAG
962072674452|7330|HAS_TAG
962072674452|7433|HAS_TAG
962072674452|7509|HAS_TAG
962072674452|8699|HAS_TAG
962072674452|9329|HAS_TAG
962072674452|10222|HAS_TAG
962072674452|11557|HAS_TAG
68719476887|1|HAS_TAG
68719476887|138|HAS_TAG
68719476887|148|HAS_TAG
68719476887|593|HAS_TAG
68719476887|784|HAS_TAG
68719476887|785|HAS_TAG
68719476887|807|HAS_TAG
68719476887|1201|HAS_TAG
68719476887|1444|HAS_TAG
68719476887|1454|HAS_TAG
68719476887|1615|HAS_TAG
68719476887|1667|HAS_TAG
68719476887|1668|HAS_TAG
68719476887|1681|HAS_TAG
68719476887|1863|HAS_TAG
68719476887|1985|HAS_TAG
68719476887|1988|HAS_TAG
68719476887|1989|HAS_TAG
68719476887|1990|HAS_TAG
68719476887|2000|HAS_TAG
68719476887|2011|HAS_TAG
68719476887|2027|HAS_TAG
68719476887|2040|HAS_TAG
68719476887|2066|HAS_TAG
68719476887|2777|HAS_TAG
68719476887|2778|HAS_TAG
68719476887|2785|HAS_TAG
68719476887|2786|HAS_TAG
68719476887|2787|HAS_TAG
68719476887|2788|HAS_TAG
68719476887|2796|HAS_TAG
68719476887|2804|HAS_TAG
68719476887|2807|HAS_TAG
68719476887|2811|HAS_TAG
68719476887|2842|HAS_TAG
68719476887|2853|HAS_TAG
68719476887|2865|HAS_TAG
68719476887|2869|HAS_TAG
68719476887|2918|HAS_TAG
68719476887|2935|HAS_TAG
68719476887|2939|HAS_TAG
68719476887|2942|HAS_TAG
68719476887|2956|HAS_TAG
68719476887|2982|HAS_TAG
68719476887|3001|HAS_TAG
68719476887|3011|HAS_TAG
68719476887|3056|HAS_TAG
68719476887|3061|HAS_TAG
68719476887|3065|HAS_TAG
68719476887|5063|HAS_TAG
68719476887|5132|HAS_TAG
68719476887|6131|HAS_TAG
68719476887|6369|HAS_TAG
68719476887|6383|HAS_TAG
68719476887|6409|HAS_TAG
68719476887|6412|HAS_TAG
68719476887|6674|HAS_TAG
68719476887|7015|HAS_TAG
68719476887|7089|HAS_TAG
68719476887|7148|HAS_TAG
68719476887|7486|HAS_TAG
68719476887|7517|HAS_TAG
68719476887|7520|HAS_TAG
68719476887|7538|HAS_TAG
68719476887|7547|HAS_TAG
68719476887|8401|HAS_TAG
68719476887|9188|HAS_TAG
68719476887|9261|HAS_TAG
68719476887|9866|HAS_TAG
68719476887|10449|HAS_TAG
68719476887|11407|HAS_TAG
68719476887|11537|HAS_TAG
68719476887|11577|HAS_TAG
68719476887|11667|HAS_TAG
68719476887|12723|HAS_TAG
137438953624|6|HAS_TAG
137438953624|205|HAS_TAG
137438953624|578|HAS_TAG
137438953624|594|HAS_TAG
137438953624|775|HAS_TAG
137438953624|781|HAS_TAG
137438953624|1173|HAS_TAG
137438953624|1177|HAS_TAG
137438953624|1180|HAS_TAG
137438953624|1185|HAS_TAG
137438953624|1186|HAS_TAG
137438953624|1615|HAS_TAG
137438953624|1758|HAS_TAG
137438953624|1995|HAS_TAG
137438953624|2067|HAS_TAG
137438953624|2838|HAS_TAG
137438953624|2925|HAS_TAG
137438953624|2960|HAS_TAG
137438953624|2991|HAS_TAG
137438953624|4847|HAS_TAG
137438953624|5062|HAS_TAG
137438953624|5132|HAS_TAG
137438953624|5191|HAS_TAG
137438953624|6413|HAS_TAG
137438953624|6938|HAS_TAG
137438953624|6945|HAS_TAG
137438953624|7380|HAS_TAG
137438953624|9174|HAS_TAG
137438953624|11375|HAS_TAG
137438953624|11379|HAS_TAG
137438953624|11408|HAS_TAG
137438953624|12002|HAS_TAG
206158430361|279|HAS_TAG
206158430361|787|HAS_TAG
206158430361|1747|HAS_TAG
206158430361|2817|HAS_TAG
206158430361|2824|HAS_TAG
206158430361|2889|HAS_TAG
206158430361|2957|HAS_TAG
206158430361|3100|HAS_TAG
206158430361|6080|HAS_TAG
274877907098|558|HAS_TAG
274877907098|574|HAS_TAG
274877907098|11742|HAS_TAG
412316860571|782|HAS_TAG
412316860571|785|HAS_TAG
412316860571|1171|HAS_TAG
412316860571|1900|HAS_TAG
412316860571|5078|HAS_TAG
687194767516|1900|HAS_TAG
755914244253|785|HAS_TAG
412316860574|785|HAS_TAG
962072674463|5078|HAS_TAG
481036337312|782|HAS_TAG
755914244257|1900|HAS_TAG
481036337314|785|HAS_TAG
687194767523|1900|HAS_TAG
1099511627940|1171|HAS_TAG
962072674470|1900|HAS_TAG
549755814056|782|HAS_TAG
824633721001|782|HAS_TAG
687194767530|782|HAS_TAG
687194767531|782|HAS_TAG
549755814061|1900|HAS_TAG
618475290799|785|HAS_TAG
893353197744|5078|HAS_TAG
755914244273|782|HAS_TAG
618475290802|1171|HAS_TAG
618475290803|280|HAS_TAG
618475290803|777|HAS_TAG
618475290803|1410|HAS_TAG
618475290803|2779|HAS_TAG
824633721012|6|HAS_TAG
1030792151221|6|HAS_TAG
893353197751|6|HAS_TAG
893353197752|6|HAS_TAG
962072674489|6|HAS_TAG
962072674490|6|HAS_TAG
893353197755|6|HAS_TAG
962072674492|6|HAS_TAG
893353197757|6|HAS_TAG
1030792151230|6|HAS_TAG
824633721023|468|HAS_TAG
824633721023|798|HAS_TAG
824633721023|1024|HAS_TAG
824633721023|1193|HAS_TAG
824633721023|1501|HAS_TAG
824633721023|1988|HAS_TAG
824633721023|1994|HAS_TAG
824633721023|1996|HAS_TAG
824633721023|2010|HAS_TAG
824633721023|2048|HAS_TAG
824633721023|2065|HAS_TAG
824633721023|2108|HAS_TAG
824633721023|2777|HAS_TAG
824633721023|2781|HAS_TAG
824633721023|2791|HAS_TAG
824633721023|2792|HAS_TAG
824633721023|2813|HAS_TAG
824633721023|2848|HAS_TAG
824633721023|2916|HAS_TAG
824633721023|2944|HAS_TAG
824633721023|2952|HAS_TAG
824633721023|2981|HAS_TAG
824633721023|2982|HAS_TAG
824633721023|2986|HAS_TAG
824633721023|2999|HAS_TAG
824633721023|3074|HAS_TAG
824633721023|3080|HAS_TAG
824633721023|3093|HAS_TAG
824633721023|5163|HAS_TAG
824633721023|6933|HAS_TAG
824633721023|6964|HAS_TAG
824633721023|6974|HAS_TAG
824633721023|7603|HAS_TAG
824633721023|9150|HAS_TAG
824633721023|9195|HAS_TAG
824633721023|15678|HAS_TAG
893353197760|244|HAS_TAG
962072674497|1410|HAS_TAG
962072674497|3088|HAS_TAG
962072674497|9209|HAS_TAG
962072674499|9209|HAS_TAG
1030792151236|9209|HAS_TAG
1030792151241|6|HAS_TAG
1030792151241|8|HAS_TAG
1030792151241|9|HAS_TAG
1030792151241|139|HAS_TAG
1030792151241|205|HAS_TAG
1030792151241|418|HAS_TAG
1030792151241|449|HAS_TAG
1030792151241|575|HAS_TAG
1030792151241|578|HAS_TAG
1030792151241|587|HAS_TAG
1030792151241|588|HAS_TAG
1030792151241|594|HAS_TAG
1030792151241|596|HAS_TAG
1030792151241|775|HAS_TAG
1030792151241|778|HAS_TAG
1030792151241|781|HAS_TAG
1030792151241|782|HAS_TAG
1030792151241|795|HAS_TAG
1030792151241|808|HAS_TAG
1030792151241|973|HAS_TAG
1030792151241|974|HAS_TAG
1030792151241|976|HAS_TAG
1030792151241|1170|HAS_TAG
1030792151241|1177|HAS_TAG
1030792151241|1179|HAS_TAG
1030792151241|1180|HAS_TAG
1030792151241|1186|HAS_TAG
1030792151241|1198|HAS_TAG
1030792151241|1545|HAS_TAG
1030792151241|1749|HAS_TAG
1030792151241|1759|HAS_TAG
1030792151241|1909|HAS_TAG
1030792151241|1912|HAS_TAG
1030792151241|1984|HAS_TAG
1030792151241|1992|HAS_TAG
1030792151241|2001|HAS_TAG
1030792151241|2020|HAS_TAG
1030792151241|2028|HAS_TAG
1030792151241|2031|HAS_TAG
1030792151241|2045|HAS_TAG
1030792151241|2046|HAS_TAG
1030792151241|2054|HAS_TAG
1030792151241|2068|HAS_TAG
1030792151241|2073|HAS_TAG
1030792151241|2078|HAS_TAG
1030792151241|2109|HAS_TAG
1030792151241|2115|HAS_TAG
1030792151241|2118|HAS_TAG
1030792151241|2788|HAS_TAG
1030792151241|2789|HAS_TAG
1030792151241|2803|HAS_TAG
1030792151241|2808|HAS_TAG
1030792151241|3106|HAS_TAG
1030792151241|5074|HAS_TAG
1030792151241|5085|HAS_TAG
1030792151241|5158|HAS_TAG
1030792151241|5161|HAS_TAG
1030792151241|5191|HAS_TAG
1030792151241|5192|HAS_TAG
1030792151241|6413|HAS_TAG
1030792151241|6418|HAS_TAG
1030792151241|6945|HAS_TAG
1030792151241|6964|HAS_TAG
1030792151241|6999|HAS_TAG
1030792151241|7604|HAS_TAG
1030792151241|9036|HAS_TAG
1030792151241|9063|HAS_TAG
1030792151241|9474|HAS_TAG
1030792151241|11254|HAS_TAG
1030792151241|11379|HAS_TAG
1030792151241|11408|HAS_TAG
1030792151241|11622|HAS_TAG
1030792151241|11625|HAS_TAG
1030792151241|11628|HAS_TAG
1030792151241|11633|HAS_TAG
1030792151241|11642|HAS_TAG
1030792151241|11695|HAS_TAG
1030792151241|11742|HAS_TAG
1030792151241|12002|HAS_TAG
1099511627980|2118|HAS_TAG
274877907150|1178|HAS_TAG
274877907150|1929|HAS_TAG
274877907151|17|HAS_TAG
343597383888|17|HAS_TAG
481036337361|17|HAS_TAG
824633721042|17|HAS_TAG
343597383891|17|HAS_TAG
687194767572|17|HAS_TAG
549755814103|17|HAS_TAG
893353197784|17|HAS_TAG
1099511627994|17|HAS_TAG
687194767579|17|HAS_TAG
412316860636|17|HAS_TAG
824633721053|17|HAS_TAG
343597383903|17|HAS_TAG
618475290848|17|HAS_TAG
549755814114|17|HAS_TAG
343597383907|17|HAS_TAG
343597383908|17|HAS_TAG
687194767589|17|HAS_TAG
481036337382|17|HAS_TAG
618475290855|17|HAS_TAG
687194767592|17|HAS_TAG
687194767593|17|HAS_TAG
962072674538|17|HAS_TAG
755914244331|17|HAS_TAG
412316860652|776|HAS_TAG
412316860652|782|HAS_TAG
412316860652|1173|HAS_TAG
412316860652|1456|HAS_TAG
412316860652|2003|HAS_TAG
412316860652|2031|HAS_TAG
412316860652|2037|HAS_TAG
412316860652|2044|HAS_TAG
412316860652|2084|HAS_TAG
412316860652|2795|HAS_TAG
412316860652|2803|HAS_TAG
412316860652|2807|HAS_TAG
412316860652|2831|HAS_TAG
412316860652|2836|HAS_TAG
412316860652|2866|HAS_TAG
412316860652|2935|HAS_TAG
412316860652|2962|HAS_TAG
412316860652|2982|HAS_TAG
412316860652|3010|HAS_TAG
412316860652|3084|HAS_TAG
412316860652|5633|HAS_TAG
412316860652|6981|HAS_TAG
412316860652|7598|HAS_TAG
412316860652|9141|HAS_TAG
412316860652|9772|HAS_TAG
412316860652|12690|HAS_TAG
