:START_ID(PERSON_ID)|:END_ID(POST_ID)|creationDate:long|:TYPE
17592186045693|274877907529|1343660462836|LIKES
26388279067534|274877907542|1338510377526|LIKES
1274|481036337752|1336640255313|LIKES
1490|481036337752|1306037848759|LIKES
15393162789274|481036337752|1309848259395|LIKES
17592186044425|481036337752|1342513548254|LIKES
17592186045693|481036337752|1343105559502|LIKES
26388279067534|481036337752|1329262087573|LIKES
15393162789274|412316861035|1326033109340|LIKES
1274|412316861046|1307131756427|LIKES
1490|412316861046|1324403466946|LIKES
15393162789274|412316861046|1326018405472|LIKES
15393162790400|412316861046|1314921451009|LIKES
17592186044425|412316861046|1322984643250|LIKES
17592186045693|412316861046|1339762638623|LIKES
17592186044425|755914244750|1342776784081|LIKES
26388279067534|755914244750|1339623192785|LIKES
1274|274877907616|1336610761202|LIKES
1490|274877907616|1326730401110|LIKES
2199023256437|274877907616|1309489363890|LIKES
15393162789274|274877907616|1324180590710|LIKES
15393162790400|274877907616|1346027571601|LIKES
28587302322537|274877907616|1336851229136|LIKES
15393162790400|274877907628|1346080549501|LIKES
2199023256437|274877907648|1294791828200|LIKES
17592186044425|962072675032|1343318422937|LIKES
15393162789274|962072675036|1342560987963|LIKES
17592186044425|962072675036|1341544449530|LIKES
15393162789274|962072675052|1342340916128|LIKES
17592186044425|962072675052|1341664378267|LIKES
15393162789274|962072675053|1342279782162|LIKES
17592186044425|962072675053|1341823348728|LIKES
1490|549755814644|1312187718800|LIKES
2199023256437|549755814644|1317026210782|LIKES
26388279067534|549755814644|1345626504592|LIKES
1490|343597384457|1299154051391|LIKES
2199023256437|343597384457|1299808553362|LIKES
15393162789274|343597384457|1328912599874|LIKES
15393162790400|343597384457|1316223867842|LIKES
17592186045693|343597384457|1327809656148|LIKES
26388279067534|343597384457|1334434723715|LIKES
28587302322537|343597384457|1343090595515|LIKES
1490|618475291414|1310656242040|LIKES
2199023256437|618475291414|1339215999553|LIKES
15393162790400|618475291414|1314757027113|LIKES
1274|274877907757|1316383894112|LIKES
1490|274877907757|1332751134183|LIKES
2199023256437|274877907757|1303194021341|LIKES
17592186044425|274877907757|1324985256412|LIKES
17592186045693|274877907757|1322087017865|LIKES
26388279067534|274877907757|1347406274333|LIKES
1490|755914244919|1327587401638|LIKES
15393162790400|755914244919|1337471797365|LIKES
17592186044425|755914244919|1345368743025|LIKES
17592186044425|343597384525|1317237403392|LIKES
2199023256437|274877907859|1294946579431|LIKES
19791209300852|1030792151992|1347461219482|LIKES
19791209300852|412316861386|1343662838242|LIKES
19791209300852|962072675275|1341117203675|LIKES
19791209300852|962072675423|1345156537779|LIKES
19791209300852|962072675440|1345097633320|LIKES
19791209300852|343597384835|1326568109365|LIKES
459|893353198754|1343945684885|LIKES
24189255811566|618475291820|1342072212907|LIKES
21990232556528|618475291822|1337282618959|LIKES
4398046512267|618475291829|1345050585430|LIKES
459|824633722048|1347388924792|LIKES
4398046511596|824633722048|1341050215763|LIKES
19791209301252|824633722048|1339499770942|LIKES
4398046511667|962072675522|1342071350518|LIKES
4398046511667|962072675531|1342087164424|LIKES
4398046511596|755914245341|1337974245101|LIKES
19791209301252|755914245341|1333279074065|LIKES
21990232556528|755914245341|1335406559093|LIKES
4398046511596|824633722106|1342451469626|LIKES
4398046512267|755914245384|1334992287095|LIKES
21990232556528|755914245384|1340895845235|LIKES
459|618475291924|1317360333126|LIKES
459|618475291926|1317272447157|LIKES
4398046511667|962072675621|1346289131725|LIKES
4398046511667|962072675625|1346669328296|LIKES
4398046512267|962072675625|1345817628054|LIKES
24189255811566|962072675625|1338449263628|LIKES
459|755914245424|1342510093005|LIKES
459|755914245429|1342541122895|LIKES
4398046511596|755914245429|1326873804914|LIKES
459|755914245430|1342608245555|LIKES
4398046511596|755914245430|1326865142490|LIKES
4398046512267|755914245430|1341082821200|LIKES
21990232556528|755914245430|1321553337762|LIKES
4398046511596|687194768715|1347033559864|LIKES
4398046511667|687194768716|1322682482255|LIKES
987|824633722206|1336028729781|LIKES
15393162789093|824633722206|1332250505362|LIKES
26388279067669|824633722206|1334268123016|LIKES
987|962072675729|1343543715754|LIKES
987|755914245530|1331780039117|LIKES
8796093023000|962072675863|1340353615189|LIKES
998|755914245751|1343958743594|LIKES
609|962072675985|1342792127316|LIKES
1269|962072675985|1339406774311|LIKES
15393162789093|962072675985|1345796629447|LIKES
15393162790014|962072675985|1342470145051|LIKES
17592186044897|962072675985|1346418614479|LIKES
17592186045382|962072675985|1342635371734|LIKES
24189255812426|962072675985|1339653035068|LIKES
24189255812580|962072675985|1347384188440|LIKES
15393162789174|824633722514|1343525288759|LIKES
15393162789093|962072675997|1338382738936|LIKES
15393162789174|962072675997|1340256096943|LIKES
17592186045382|962072675997|1342593806293|LIKES
24189255812426|962072675997|1338464411481|LIKES
24189255812733|962072676058|1341538040566|LIKES
1269|962072676060|1344525405316|LIKES
6597069767242|549755815750|1308820619231|LIKES
976|412316862297|1294875910348|LIKES
1269|412316862297|1294929850690|LIKES
6597069767242|412316862297|1294931021050|LIKES
10995116278234|412316862297|1294936693272|LIKES
10995116278353|412316862297|1294945554070|LIKES
13194139533535|412316862297|1296945656878|LIKES
13194139533653|412316862297|1296875127699|LIKES
15393162789604|412316862297|1303992854815|LIKES
17592186044551|412316862297|1308362159453|LIKES
17592186045074|412316862297|1308526688131|LIKES
17592186045865|412316862297|1307339333573|LIKES
19791209300771|412316862297|1313733070901|LIKES
21990232555611|412316862297|1321150204861|LIKES
21990232556528|412316862297|1319152739731|LIKES
21990232556650|412316862297|1321194377622|LIKES
30786325578932|412316862297|1340269279843|LIKES
30786325579247|412316862297|1339762477955|LIKES
32985348833378|412316862297|1346707969917|LIKES
32985348833438|412316862297|1343351791478|LIKES
976|618475292520|1311297411351|LIKES
1269|618475292520|1311335538515|LIKES
6597069767242|618475292520|1311467546522|LIKES
10995116278234|618475292520|1311497855058|LIKES
10995116278353|618475292520|1311266694575|LIKES
13194139533535|618475292520|1311582529745|LIKES
13194139533653|618475292520|1311379903940|LIKES
15393162789604|618475292520|1311580090276|LIKES
17592186044551|618475292520|1311351573349|LIKES
17592186045074|618475292520|1311572745531|LIKES
17592186045865|618475292520|1311204418931|LIKES
19791209300771|618475292520|1313710944039|LIKES
21990232555611|618475292520|1321134140475|LIKES
21990232556528|618475292520|1318971157838|LIKES
21990232556650|618475292520|1321277404698|LIKES
30786325578932|618475292520|1340124578050|LIKES
30786325579247|618475292520|1339581899057|LIKES
32985348833378|618475292520|1346913654954|LIKES
32985348833438|618475292520|1343630579948|LIKES
976|687194769281|1316743543014|LIKES
32985348833378|481036339111|1347002138650|LIKES
30786325579247|1030792153017|1343634479198|LIKES
15393162789093|412316862470|1305516538880|LIKES
15393162789787|481036339350|1304493407193|LIKES
290|618475292843|1311928364011|LIKES
1050|618475292843|1312257851928|LIKES
1131|618475292843|1311835305627|LIKES
1160|618475292843|1312025727212|LIKES
2199023256744|618475292843|1312112185856|LIKES
4398046512267|618475292843|1312111889116|LIKES
6597069766846|618475292843|1311872213601|LIKES
6597069766850|618475292843|1311897588650|LIKES
6597069767067|618475292843|1312004157288|LIKES
6597069767242|618475292843|1311963110754|LIKES
6597069767572|618475292843|1311834431625|LIKES
8796093023133|618475292843|1312297374435|LIKES
8796093023897|618475292843|1311904868895|LIKES
13194139534578|618475292843|1312140193807|LIKES
13194139534853|618475292843|1312153976729|LIKES
13194139534982|618475292843|1311901226777|LIKES
15393162789787|618475292843|1312135548723|LIKES
17592186045168|618475292843|1311915024455|LIKES
17592186045408|618475292843|1312267313817|LIKES
17592186045551|618475292843|1311826777629|LIKES
19791209301454|618475292843|1313529800456|LIKES
19791209301471|618475292843|1315567079870|LIKES
19791209301519|618475292843|1311881390343|LIKES
19791209301554|618475292843|1313164137623|LIKES
21990232555850|618475292843|1317146649395|LIKES
21990232556497|618475292843|1317682693955|LIKES
24189255811116|618475292843|1326053296656|LIKES
24189255812295|618475292843|1325332237911|LIKES
26388279067047|618475292843|1329234071368|LIKES
26388279068113|618475292843|1331116601814|LIKES
28587302322548|618475292843|1337617095562|LIKES
28587302323193|618475292843|1336751853495|LIKES
28587302323441|618475292843|1332647279220|LIKES
28587302323855|618475292843|1336040156604|LIKES
30786325578056|618475292843|1341214589894|LIKES
30786325578932|618475292843|1339238603743|LIKES
32985348833548|618475292843|1344631448800|LIKES
32985348833673|618475292843|1342026920769|LIKES
6597069767067|618475292889|1313531269873|LIKES
1131|274877909312|1284649604335|LIKES
21990232556497|343597386164|1317964946610|LIKES
24189255811116|343597386164|1325960042635|LIKES
24189255812295|343597386164|1324875470873|LIKES
318|962072676840|1341764869324|LIKES
2199023255981|962072676840|1341709852647|LIKES
2199023255981|755914246810|1336147242362|LIKES
2199023256077|755914246810|1322611976370|LIKES
2199023256530|755914246810|1325558778179|LIKES
2199023257239|755914246810|1346121369555|LIKES
10995116278353|755914246810|1332447793153|LIKES
17592186044862|755914246810|1334771782884|LIKES
30786325578932|755914246810|1344443397249|LIKES
30786325579091|755914246810|1344868233209|LIKES
318|755914246852|1335397691901|LIKES
8796093023907|755914246852|1345202924002|LIKES
21990232556771|755914246852|1333827866166|LIKES
30786325579091|755914246852|1346050065480|LIKES
2199023255981|481036339919|1309177266980|LIKES
2199023256077|481036339919|1336254539556|LIKES
2199023256530|481036339919|1313294044488|LIKES
2199023257239|481036339919|1336078229175|LIKES
6597069766733|481036339919|1311729536454|LIKES
8796093023907|481036339919|1343405603641|LIKES
10995116278353|481036339919|1337154433198|LIKES
21990232556771|481036339919|1335021365730|LIKES
26388279067669|481036339919|1338118415814|LIKES
30786325578932|481036339919|1343377226442|LIKES
30786325579091|481036339919|1339943484444|LIKES
32985348834682|481036339919|1346581236449|LIKES
2199023256530|481036339920|1312981772169|LIKES
21990232556771|687194770154|1342484217368|LIKES
6597069766733|687194770158|1323812857433|LIKES
2199023257239|962072677121|1345583178138|LIKES
6597069766733|962072677121|1341357701995|LIKES
8796093023907|962072677121|1346683335415|LIKES
10995116278353|962072677121|1344438015187|LIKES
26388279067669|962072677121|1342328486402|LIKES
30786325579091|962072677121|1343008856982|LIKES
2199023256530|549755816709|1322829805179|LIKES
318|687194770218|1328364925076|LIKES
2199023255981|687194770218|1336512484036|LIKES
2199023256077|687194770218|1340033816839|LIKES
2199023256086|687194770218|1331129028891|LIKES
17592186044862|687194770218|1325511939344|LIKES
21990232556771|687194770218|1337823239905|LIKES
2199023256077|687194770220|1339570456045|LIKES
2199023256077|687194770222|1339569257288|LIKES
2199023256086|687194770225|1331323266929|LIKES
318|549755816789|1338987846577|LIKES
2199023255981|549755816789|1320602368357|LIKES
2199023256086|549755816789|1346505078090|LIKES
2199023256530|549755816789|1315505746421|LIKES
2199023257239|549755816789|1329761216722|LIKES
10995116278353|549755816789|1334557619741|LIKES
17592186044862|549755816789|1311804537301|LIKES
21990232556771|549755816789|1333213257232|LIKES
26388279067426|549755816789|1333827034779|LIKES
26388279067669|549755816789|1331821073886|LIKES
318|549755816798|1339330015560|LIKES
2199023255981|549755816798|1320623790567|LIKES
2199023256086|549755816798|1346627135794|LIKES
2199023256530|549755816798|1315545101077|LIKES
2199023257239|549755816798|1329772462317|LIKES
10995116278353|549755816798|1334417376964|LIKES
17592186044862|549755816798|1312083609815|LIKES
21990232556771|549755816798|1333346697127|LIKES
26388279067426|549755816798|1333534252726|LIKES
26388279067669|549755816798|1331953848603|LIKES
318|618475293553|1327898321805|LIKES
318|893353200503|1347383070316|LIKES
2199023255981|893353200503|1342838931942|LIKES
2199023256086|893353200503|1343506770097|LIKES
2199023256530|893353200503|1347090172499|LIKES
6597069766733|893353200503|1346976488858|LIKES
10995116278353|893353200503|1344455273318|LIKES
17592186044862|893353200503|1347333769601|LIKES
26388279067426|893353200503|1335638415002|LIKES
30786325579091|893353200503|1345630731084|LIKES
318|618475293583|1326701553764|LIKES
2199023256077|618475293583|1318766078302|LIKES
2199023257239|618475293583|1316253754581|LIKES
8796093023907|618475293583|1332484227398|LIKES
10995116278353|618475293583|1339136466536|LIKES
17592186044862|618475293583|1346989911238|LIKES
26388279067669|618475293583|1345985255112|LIKES
30786325579091|618475293583|1339494228691|LIKES
4398046511596|893353200601|1345934923561|LIKES
6597069768236|893353200601|1341553108841|LIKES
13194139533535|893353200601|1333319200656|LIKES
26388279067734|893353200601|1334495560694|LIKES
6597069768236|962072677366|1347246486634|LIKES
13194139533535|962072677368|1346090841146|LIKES
2199023256300|962072677383|1343346624394|LIKES
26388279068081|962072677383|1340991386814|LIKES
2199023256300|962072677395|1343662978008|LIKES
26388279068081|962072677395|1340873467832|LIKES
2199023256300|893353200669|1338747379180|LIKES
6597069768236|893353200669|1340979056065|LIKES
13194139533505|893353200669|1337341369366|LIKES
17592186045864|893353200669|1338376797525|LIKES
26388279067708|893353200669|1345866047355|LIKES
26388279067734|893353200669|1343442878825|LIKES
26388279068081|893353200669|1334567808837|LIKES
318|1030792154511|1344314171475|LIKES
459|1030792154511|1344207667550|LIKES
668|1030792154511|1344481684660|LIKES
2199023256086|1030792154511|1344394437922|LIKES
2199023256881|1030792154511|1344175487457|LIKES
4398046511332|1030792154511|1344275929490|LIKES
4398046512603|1030792154511|1344278149301|LIKES
6597069767341|1030792154511|1344492883771|LIKES
6597069768320|1030792154511|1344284951918|LIKES
8796093022647|1030792154511|1344325211852|LIKES
8796093023550|1030792154511|1344181431497|LIKES
8796093023851|1030792154511|1344215783157|LIKES
13194139533817|1030792154511|1344504960613|LIKES
13194139533859|1030792154511|1344430759008|LIKES
13194139534076|1030792154511|1344178101019|LIKES
15393162788906|1030792154511|1344263053888|LIKES
15393162789219|1030792154511|1344189926052|LIKES
15393162790223|1030792154511|1344227470298|LIKES
17592186044862|1030792154511|1344225270302|LIKES
17592186045078|1030792154511|1344401134089|LIKES
17592186045551|1030792154511|1344302226131|LIKES
17592186045981|1030792154511|1344224626024|LIKES
19791209300631|1030792154511|1344157696480|LIKES
21990232556180|1030792154511|1344555388593|LIKES
24189255811638|1030792154511|1344310277296|LIKES
26388279067534|1030792154511|1344447015202|LIKES
26388279067560|1030792154511|1344363840285|LIKES
26388279067708|1030792154511|1344170243557|LIKES
26388279068177|1030792154511|1344200607925|LIKES
26388279068275|1030792154511|1344410406952|LIKES
28587302322689|1030792154511|1344210236836|LIKES
28587302323035|1030792154511|1344714875298|LIKES
28587302323701|1030792154511|1344217010224|LIKES
30786325577960|1030792154511|1344206053655|LIKES
30786325578585|1030792154511|1344211686306|LIKES
30786325578600|1030792154511|1344273534322|LIKES
30786325578794|1030792154511|1344159440083|LIKES
30786325579109|1030792154511|1344436641906|LIKES
32985348833670|1030792154511|1347526827682|LIKES
32985348834723|1030792154511|1345200567289|LIKES
17592186044862|755914247752|1324459548804|LIKES
772|893353201490|1333965543125|LIKES
998|893353201490|1333907125259|LIKES
8796093022435|893353201490|1334100225374|LIKES
13194139533574|755914248535|1324952974550|LIKES
2199023256437|755914249034|1346748213135|LIKES
8796093023000|755914249034|1343480691267|LIKES
21990232555834|755914249034|1331632177231|LIKES
28587302322372|755914249034|1342546646515|LIKES
8796093023000|687194772308|1343216366038|LIKES
26388279067625|687194772312|1342935374955|LIKES
21990232555834|1030792156016|1346579724073|LIKES
21990232555834|549755818873|1341949020346|LIKES
345|755914249112|1332690127943|LIKES
2199023256418|755914249112|1332690503685|LIKES
2199023256437|755914249112|1343297162132|LIKES
8796093023000|755914249112|1332928740548|LIKES
21990232555834|755914249112|1324372904865|LIKES
345|755914249114|1333010223676|LIKES
4398046511667|893353202648|1337356197525|LIKES
13194139533535|687194772455|1341512242013|LIKES
30786325578932|687194772455|1342514148229|LIKES
4398046511667|618475295725|1336021572761|LIKES
19791209301592|618475295725|1339716360796|LIKES
21990232556410|618475295725|1323772743924|LIKES
21990232556410|893353202683|1345656198601|LIKES
8796093023493|893353202685|1337353808098|LIKES
13194139533535|893353202697|1333992765069|LIKES
19791209301592|893353202697|1347055250270|LIKES
21990232556410|893353202697|1337980722436|LIKES
19791209301592|893353202698|1347139827446|LIKES
4398046511667|893353202712|1336894817270|LIKES
30786325578932|893353202733|1342821041635|LIKES
30786325578932|893353202740|1343045819886|LIKES
13194139533535|1030792156221|1346023191915|LIKES
8796093023493|687194772579|1323844249375|LIKES
6597069768211|687194772613|1327190225402|LIKES
17592186045896|755914249396|1341443268552|LIKES
21990232555524|824633726158|1331934573207|LIKES
459|962072679638|1342931893356|LIKES
459|962072679641|1343420780582|LIKES
6597069768211|962072679641|1341687715441|LIKES
2199023256456|1030792156420|1344960047334|LIKES
4398046511596|824633726301|1326312952423|LIKES
4398046512142|824633726301|1326326986311|LIKES
4398046512267|824633726301|1326456103039|LIKES
4398046512356|824633726301|1326532269810|LIKES
6597069768236|824633726301|1326434051331|LIKES
2199023256418|755914249593|1320915431985|LIKES
32985348834824|755914249686|1345069149808|LIKES
30786325578932|412316866280|1342385012823|LIKES
26388279067066|824633726721|1344703208891|LIKES
2199023256668|549755819778|1343261727195|LIKES
344|549755819781|1312871364700|LIKES
2199023256530|549755819781|1315049473633|LIKES
2199023256668|549755819781|1343237716839|LIKES
26388279067066|549755819781|1337496002291|LIKES
318|1030792156938|1346676243956|LIKES
344|1030792156938|1346840337305|LIKES
30786325579394|1030792156938|1346728121820|LIKES
1050|343597389622|1331361852462|LIKES
2199023256530|1030792156992|1347436721024|LIKES
26388279067066|1030792156992|1347276493727|LIKES
318|412316866404|1330762508005|LIKES
344|412316866404|1301555212517|LIKES
2199023255936|412316866404|1338171490511|LIKES
2199023256668|412316866404|1321462598644|LIKES
4398046511904|412316866404|1307575032448|LIKES
6597069768211|412316866404|1301840226004|LIKES
10995116279452|412316866404|1303268712138|LIKES
15393162790400|412316866404|1325243854585|LIKES
17592186045238|412316866404|1337994226449|LIKES
26388279066885|412316866404|1343442501456|LIKES
26388279067066|412316866404|1340533062230|LIKES
26388279067086|412316866404|1333976834820|LIKES
318|755914250101|1345288649991|LIKES
344|755914250101|1323676829492|LIKES
1050|755914250101|1331128056458|LIKES
2199023255936|755914250101|1330641834402|LIKES
6597069768211|755914250101|1341449589705|LIKES
15393162790400|755914250101|1344964306291|LIKES
17592186044425|755914250101|1347258424264|LIKES
17592186045238|755914250101|1324534620525|LIKES
26388279067086|755914250101|1347277537970|LIKES
15393162790400|687194773386|1338896758805|LIKES
2199023255936|343597389724|1333312815673|LIKES
344|343597389725|1340771805107|LIKES
1050|343597389725|1309966841488|LIKES
2199023255936|343597389725|1333371779821|LIKES
2199023256668|343597389725|1320253147567|LIKES
6597069768211|343597389725|1318579772629|LIKES
10995116279452|343597389725|1340617839135|LIKES
15393162790400|343597389725|1323068051754|LIKES
17592186045238|343597389725|1341323923979|LIKES
26388279066885|343597389725|1336447923771|LIKES
30786325578932|343597389725|1345149868546|LIKES
6597069768211|343597389727|1318513154007|LIKES
344|687194773428|1334393502115|LIKES
2199023255936|687194773428|1341651062940|LIKES
2199023256668|687194773428|1344576042526|LIKES
4398046511904|687194773428|1340267316939|LIKES
8796093023560|687194773428|1339811534167|LIKES
10995116279452|687194773428|1323543446289|LIKES
26388279067066|687194773428|1339396480032|LIKES
30786325579394|687194773428|1344438079859|LIKES
318|687194773454|1333911081283|LIKES
318|962072680430|1344764758497|LIKES
344|962072680430|1343635152050|LIKES
1050|962072680430|1343651357774|LIKES
4398046511904|962072680430|1347098115356|LIKES
26388279067066|962072680430|1339604336031|LIKES
2199023256668|1030792157170|1343254319116|LIKES
6597069767836|824633727031|1329436951684|LIKES
24189255811801|412316866833|1327306129596|LIKES
1564|412316866845|1345753554874|LIKES
24189255811801|755914250549|1344007305213|LIKES
6597069767149|755914250550|1326030358142|LIKES
13194139533500|755914250550|1331733091370|LIKES
13194139534076|755914250550|1330597379215|LIKES
13194139534520|755914250550|1344023056545|LIKES
15393162789569|755914250550|1336335345633|LIKES
1564|687194773822|1320515342558|LIKES
2199023255869|687194773822|1326864512448|LIKES
4398046511257|687194773822|1324678552271|LIKES
6597069768324|687194773822|1333726465922|LIKES
15393162789569|687194773822|1339551130806|LIKES
15393162790400|687194773822|1346672818465|LIKES
19791209300631|687194773822|1333680849035|LIKES
19791209301592|687194773822|1321908596812|LIKES
24189255811801|687194773822|1327785359116|LIKES
26388279067534|687194773822|1338666722057|LIKES
30786325578938|687194773822|1343864288607|LIKES
6597069768324|343597390165|1318658085369|LIKES
15393162790400|343597390166|1329172058166|LIKES
2199023255869|274877913442|1329641426661|LIKES
4398046511257|274877913442|1309599927777|LIKES
6597069767149|274877913442|1301355559214|LIKES
6597069767836|274877913442|1344166296855|LIKES
6597069768324|274877913442|1286864438163|LIKES
13194139533500|274877913442|1327945374990|LIKES
13194139534520|274877913442|1315569872211|LIKES
15393162790400|274877913442|1325653193430|LIKES
19791209300796|274877913442|1339848504884|LIKES
19791209301592|274877913442|1323089294975|LIKES
30786325578938|274877913442|1341533795354|LIKES
30786325578938|274877913449|1341443643898|LIKES
1564|962072680819|1342483019800|LIKES
2199023255869|962072680819|1342730974086|LIKES
13194139534520|962072680819|1345834317584|LIKES
15393162789569|962072680819|1341817800078|LIKES
19791209300631|962072680819|1339391831926|LIKES
19791209300796|962072680819|1339362407231|LIKES
4398046511257|962072680830|1342015077391|LIKES
6597069767836|962072680830|1346487294158|LIKES
13194139534076|962072680830|1345531226167|LIKES
15393162789569|962072680830|1347329467805|LIKES
15393162790400|962072680830|1347321936290|LIKES
26388279066664|962072680830|1345245113196|LIKES
26388279067534|962072680830|1346278947038|LIKES
28587302322431|962072680830|1343278601712|LIKES
30786325578938|962072680830|1346982362844|LIKES
4398046511257|962072680831|1341579462570|LIKES
1564|618475297168|1340312859112|LIKES
4398046511257|618475297168|1315240497258|LIKES
6597069767836|618475297168|1316527752657|LIKES
6597069768324|618475297168|1334433345985|LIKES
13194139534076|618475297168|1320334760567|LIKES
15393162789569|618475297168|1316004213999|LIKES
19791209300631|618475297168|1345087976410|LIKES
19791209300796|618475297168|1335926769997|LIKES
19791209301592|618475297168|1340569640948|LIKES
24189255811801|618475297168|1331128949373|LIKES
26388279067534|618475297168|1335751564897|LIKES
19791209300796|1030792157620|1347082797807|LIKES
2199023255869|755914250689|1326668442279|LIKES
13194139533500|755914250689|1342699254599|LIKES
15393162790400|755914250689|1329837194654|LIKES
19791209300796|755914250689|1333952035114|LIKES
26388279066664|755914250689|1346283207986|LIKES
26388279067534|755914250689|1337455683007|LIKES
2199023255869|893353204166|1342151490373|LIKES
2199023255869|206158436824|1309186785235|LIKES
4398046511257|206158436824|1291364790959|LIKES
6597069767149|206158436824|1303883212468|LIKES
13194139533500|206158436824|1315622400475|LIKES
13194139534520|206158436824|1319649782711|LIKES
15393162789569|206158436824|1334934786463|LIKES
19791209300631|206158436824|1325116660386|LIKES
19791209300796|206158436824|1313697581688|LIKES
19791209301592|206158436824|1322755088328|LIKES
26388279067534|206158436824|1339828533211|LIKES
2199023255869|412316867043|1345554554251|LIKES
1564|412316867044|1311866054638|LIKES
2199023255869|412316867049|1345733772808|LIKES
15393162789569|412316867050|1329689695571|LIKES
28587302322431|962072680947|1343069915574|LIKES
13194139533500|687194774030|1317821257804|LIKES
1564|687194774032|1329745964110|LIKES
2199023255869|687194774032|1337092185160|LIKES
4398046511257|687194774032|1318766791410|LIKES
6597069768324|687194774032|1330002777774|LIKES
13194139533500|687194774032|1318040860875|LIKES
13194139534076|687194774032|1333142363850|LIKES
15393162790400|687194774032|1340950153362|LIKES
19791209300796|687194774032|1334700223584|LIKES
19791209301592|687194774032|1321204807556|LIKES
24189255811801|687194774032|1346333074277|LIKES
26388279066664|687194774032|1346988073945|LIKES
26388279067534|687194774032|1339896498917|LIKES
26388279067669|687194774032|1335528381740|LIKES
1564|962072680981|1347190207883|LIKES
4398046511257|962072680981|1347263660736|LIKES
19791209300796|962072680981|1342581414972|LIKES
1564|549755820570|1324758243573|LIKES
19791209301592|962072681010|1342212159923|LIKES
4398046511257|481036343874|1339843789263|LIKES
1564|481036343879|1315188235490|LIKES
4398046511257|481036343879|1340097188953|LIKES
6597069767149|481036343879|1300230796742|LIKES
6597069768324|481036343879|1331490865538|LIKES
15393162790400|481036343879|1310154935939|LIKES
19791209300796|481036343879|1336012046384|LIKES
24189255811801|481036343879|1342134709206|LIKES
26388279066664|481036343879|1336956511863|LIKES
26388279067534|481036343879|1342876333967|LIKES
15393162790400|481036343880|1310366268945|LIKES
19791209301592|343597390411|1326916033616|LIKES
6597069768324|343597390416|1346031238733|LIKES
4398046511257|755914250839|1341764087557|LIKES
28587302323441|1030792157913|1343200848308|LIKES
2199023256816|755914250996|1334026810475|LIKES
2199023257034|755914250996|1333956886605|LIKES
4398046512696|755914250996|1331159394253|LIKES
6597069766998|755914250996|1338724700325|LIKES
19791209300796|618475297551|1334626328777|LIKES
6597069766998|412316867353|1332697157226|LIKES
21990232555524|412316867362|1329584307555|LIKES
1564|412316867365|1334199079556|LIKES
2199023256077|274877913940|1300014003561|LIKES
2199023256816|274877913940|1310282502691|LIKES
870|274877913952|1326056339800|LIKES
1564|274877913952|1327216927434|LIKES
2199023256077|274877913952|1299772562170|LIKES
2199023256816|274877913952|1309993014611|LIKES
4398046512696|274877913952|1335603107277|LIKES
13194139534076|274877913952|1343269314524|LIKES
15393162788906|274877913952|1319963535763|LIKES
15393162789093|274877913952|1324485239849|LIKES
15393162790400|274877913952|1343239038943|LIKES
