:START_ID(PERSON_ID)|:END_ID(COMMENT_ID)|creationDate:long|:TYPE
13194139534578|481036339360|1301549215136|LIKES
13194139534853|481036339360|1301833922243|LIKES
13194139534982|481036339360|1301587563779|LIKES
15393162789787|481036339360|1304433924525|LIKES
17592186045168|481036339360|1308459503408|LIKES
19791209301454|824633723112|1326925712292|LIKES
1131|549755816188|1307622345906|LIKES
1050|343597386133|1291377728123|LIKES
17592186045551|343597386141|1308854509128|LIKES
19791209301454|343597386141|1313167153046|LIKES
19791209301471|343597386141|1315390238836|LIKES
8796093023897|343597386165|1291398414944|LIKES
15393162789787|343597386174|1304566816859|LIKES
17592186045168|343597386174|1308695838068|LIKES
17592186045408|343597386174|1307891119705|LIKES
17592186045551|343597386174|1308899257985|LIKES
19791209301454|343597386174|1313507760235|LIKES
19791209301471|343597386174|1315406171398|LIKES
19791209301519|343597386174|1311821364934|LIKES
19791209301554|343597386174|1313214174167|LIKES
21990232555850|343597386174|1316989754065|LIKES
21990232556497|343597386174|1317841733438|LIKES
24189255811116|343597386174|1326182492243|LIKES
24189255812295|343597386174|1325185235849|LIKES
26388279067047|343597386174|1329200519772|LIKES
26388279068113|343597386174|1331332095653|LIKES
28587302322548|343597386174|1337749331616|LIKES
28587302323193|343597386174|1336831650578|LIKES
28587302323441|343597386174|1332303010063|LIKES
28587302323855|343597386174|1335991228359|LIKES
30786325578056|343597386174|1341514842586|LIKES
30786325578932|343597386174|1339165753337|LIKES
32985348833548|343597386174|1344386684148|LIKES
32985348833673|343597386174|1342050954872|LIKES
17592186044862|687194769971|1318774922644|LIKES
318|687194769978|1319090754666|LIKES
2199023255981|687194769978|1318755308370|LIKES
2199023256077|687194769978|1318786085765|LIKES
2199023256086|687194769978|1318784352301|LIKES
2199023256530|687194769978|1318763900927|LIKES
2199023257239|687194769978|1318813467367|LIKES
6597069766733|687194769978|1318767927150|LIKES
8796093023907|687194769978|1318837192323|LIKES
10995116278353|687194769978|1318810148201|LIKES
17592186044862|687194769978|1318806297644|LIKES
21990232556771|687194769978|1321227617408|LIKES
26388279067426|687194769978|1331778839798|LIKES
26388279067669|687194769978|1329207423789|LIKES
30786325578932|687194769978|1340525328589|LIKES
30786325579091|687194769978|1338927264809|LIKES
32985348834375|687194769978|1345059594269|LIKES
32985348834682|687194769978|1343746188673|LIKES
30786325579091|687194769996|1339082746534|LIKES
318|687194770018|1319273844765|LIKES
2199023255981|687194770018|1318960741561|LIKES
2199023256077|687194770018|1319090772109|LIKES
2199023256086|687194770018|1318835464092|LIKES
2199023256530|687194770018|1318900862074|LIKES
2199023257239|687194770018|1319205926795|LIKES
6597069766733|687194770018|1318867284741|LIKES
8796093023907|687194770018|1319005181260|LIKES
10995116278353|687194770018|1318986499715|LIKES
17592186044862|687194770018|1318852634365|LIKES
21990232556771|687194770018|1321139717683|LIKES
26388279067426|687194770018|1331689393451|LIKES
26388279067669|687194770018|1329186702757|LIKES
30786325578932|687194770018|1340120742160|LIKES
30786325579091|687194770018|1339121059327|LIKES
32985348834375|687194770018|1344948268429|LIKES
32985348834682|687194770018|1343720330987|LIKES
30786325579091|687194770064|1339398169630|LIKES
318|687194770065|1318906148060|LIKES
2199023255981|687194770065|1319151097261|LIKES
2199023256077|687194770065|1318891150386|LIKES
2199023256086|687194770065|1319446010179|LIKES
2199023256530|687194770065|1318994744233|LIKES
2199023257239|687194770065|1318874036308|LIKES
6597069766733|687194770065|1319027059678|LIKES
8796093023907|687194770065|1319053479411|LIKES
10995116278353|687194770065|1318980709623|LIKES
17592186044862|687194770065|1318928581989|LIKES
21990232556771|687194770065|1321248973707|LIKES
26388279067426|687194770065|1331636700926|LIKES
26388279067669|687194770065|1329105074960|LIKES
30786325578932|687194770065|1340278628822|LIKES
30786325579091|687194770065|1339275407188|LIKES
32985348834375|687194770065|1345208314766|LIKES
32985348834682|687194770065|1343763352032|LIKES
2199023256300|962072677290|1340986894456|LIKES
4398046511596|962072677290|1340996310829|LIKES
6597069768236|962072677290|1340988512221|LIKES
13194139533505|962072677290|1341386783033|LIKES
13194139533535|962072677290|1340984029417|LIKES
17592186045864|962072677290|1341008516774|LIKES
21990232557079|962072677290|1341182194882|LIKES
24189255811277|962072677290|1340985494261|LIKES
24189255811566|962072677290|1341176119748|LIKES
26388279067708|962072677290|1341092552670|LIKES
26388279067734|962072677290|1341173951626|LIKES
26388279067952|962072677290|1341178584149|LIKES
26388279068081|962072677290|1341235555921|LIKES
15393162789932|1099511630967|1347449665448|LIKES
15393162790347|1099511630967|1347494468404|LIKES
15393162790474|1099511630967|1347477950788|LIKES
17592186044994|1099511630967|1347504984524|LIKES
344|893353200776|1335799550933|LIKES
378|893353200776|1335839719245|LIKES
609|893353200776|1335823993904|LIKES
987|893353200776|1335621577052|LIKES
1103|893353200776|1336019811011|LIKES
1219|893353200776|1335678448785|LIKES
2199023255898|893353200776|1335852069923|LIKES
2199023256277|893353200776|1335890405187|LIKES
2199023256363|893353200776|1335655673607|LIKES
2199023256744|893353200776|1335726879139|LIKES
2199023257206|893353200776|1335824444044|LIKES
4398046511241|893353200776|1335871109202|LIKES
4398046511684|893353200776|1335621512502|LIKES
4398046512201|893353200776|1335741326491|LIKES
6597069767457|893353200776|1335852790923|LIKES
6597069767470|893353200776|1335726624233|LIKES
6597069767708|893353200776|1336055232111|LIKES
6597069767868|893353200776|1335628462411|LIKES
8796093022412|893353200776|1335730471997|LIKES
8796093022764|893353200776|1335972014942|LIKES
8796093023143|893353200776|1335646631591|LIKES
8796093023577|893353200776|1335764925831|LIKES
13194139533574|893353200776|1335621941809|LIKES
15393162789111|893353200776|1335890806784|LIKES
15393162789189|893353200776|1335823111852|LIKES
15393162789219|893353200776|1335644192749|LIKES
15393162789655|893353200776|1335667891330|LIKES
15393162789850|893353200776|1335688814043|LIKES
15393162789932|893353200776|1335650932858|LIKES
15393162789951|893353200776|1335688910833|LIKES
15393162790347|893353200776|1335873272814|LIKES
15393162790474|893353200776|1335894762185|LIKES
17592186044994|893353200776|1335662323687|LIKES
17592186045261|893353200776|1335731739072|LIKES
17592186045382|893353200776|1335627227797|LIKES
19791209300402|893353200776|1335906795357|LIKES
19791209300507|893353200776|1335861727019|LIKES
19791209300831|893353200776|1335812346390|LIKES
19791209301168|893353200776|1335679822509|LIKES
19791209301454|893353200776|1335967422067|LIKES
19791209301463|893353200776|1335639777190|LIKES
21990232555524|893353200776|1335779310177|LIKES
21990232555639|893353200776|1335703037313|LIKES
21990232555650|893353200776|1336179664094|LIKES
21990232555683|893353200776|1335650081718|LIKES
21990232555940|893353200776|1335823241350|LIKES
21990232556220|893353200776|1335648570545|LIKES
21990232556903|893353200776|1335668578678|LIKES
21990232557037|893353200776|1335669960707|LIKES
24189255811164|893353200776|1335699897824|LIKES
24189255811254|893353200776|1336127755813|LIKES
24189255811566|893353200776|1335680035274|LIKES
24189255811638|893353200776|1335838440319|LIKES
24189255812765|893353200776|1335739209260|LIKES
26388279066936|893353200776|1335899124101|LIKES
26388279067039|893353200776|1335901243242|LIKES
26388279067534|893353200776|1335905525920|LIKES
26388279068296|893353200776|1335737845121|LIKES
28587302322631|893353200776|1336174162764|LIKES
28587302322854|893353200776|1336433315124|LIKES
28587302323655|893353200776|1335635684325|LIKES
30786325577960|893353200776|1344154117109|LIKES
30786325578057|893353200776|1339828889375|LIKES
30786325578600|893353200776|1340358404749|LIKES
30786325578755|893353200776|1341421590950|LIKES
30786325578904|893353200776|1339755677911|LIKES
30786325578935|893353200776|1343428253450|LIKES
32985348834375|893353200776|1343167144088|LIKES
32985348834585|893353200776|1344648284292|LIKES
6597069767470|962072677556|1340086430933|LIKES
21990232555940|962072677569|1339744186762|LIKES
19791209300631|412316863820|1313408019023|LIKES
318|1030792154567|1346285566798|LIKES
459|1030792154567|1346448558728|LIKES
668|1030792154567|1346479658492|LIKES
2199023256086|1030792154567|1346677097251|LIKES
2199023256881|1030792154567|1346660381927|LIKES
4398046511332|1030792154567|1346515733088|LIKES
4398046512603|1030792154567|1346312168088|LIKES
6597069767341|1030792154567|1346664205423|LIKES
6597069768320|1030792154567|1346513228017|LIKES
8796093022647|1030792154567|1346407512968|LIKES
8796093023550|1030792154567|1346580309379|LIKES
8796093023851|1030792154567|1346330457610|LIKES
13194139533817|1030792154567|1346272183698|LIKES
13194139533859|1030792154567|1346371615034|LIKES
13194139534076|1030792154567|1346510838147|LIKES
15393162788906|1030792154567|1346380540536|LIKES
15393162789219|1030792154567|1346277720975|LIKES
15393162790223|1030792154567|1346387292163|LIKES
17592186044862|1030792154567|1346256591160|LIKES
17592186045078|1030792154567|1346445221262|LIKES
17592186045551|1030792154567|1346286876275|LIKES
17592186045981|1030792154567|1346264876746|LIKES
19791209300631|1030792154567|1346325811145|LIKES
21990232556180|1030792154567|1346371761184|LIKES
24189255811638|1030792154567|1346818137202|LIKES
26388279067534|1030792154567|1346560237758|LIKES
26388279067560|1030792154567|1346560923525|LIKES
26388279067708|1030792154567|1346408065725|LIKES
26388279068177|1030792154567|1346701557462|LIKES
26388279068275|1030792154567|1346297216770|LIKES
28587302322689|1030792154567|1346403007163|LIKES
28587302323035|1030792154567|1346257898198|LIKES
28587302323701|1030792154567|1346734691959|LIKES
30786325577960|1030792154567|1346435995063|LIKES
30786325578585|1030792154567|1346280635294|LIKES
30786325578600|1030792154567|1346514841165|LIKES
30786325578794|1030792154567|1346463510667|LIKES
30786325579109|1030792154567|1346286449005|LIKES
32985348834723|1030792154567|1346265782444|LIKES
318|1030792154603|1345711183709|LIKES
459|1030792154603|1345629828200|LIKES
668|1030792154603|1345914586684|LIKES
2199023256086|1030792154603|1346060490863|LIKES
2199023256881|1030792154603|1346123364985|LIKES
4398046511332|1030792154603|1345726281583|LIKES
4398046512603|1030792154603|1345734627667|LIKES
6597069767341|1030792154603|1345702127964|LIKES
6597069768320|1030792154603|1345726082449|LIKES
8796093022647|1030792154603|1345737263876|LIKES
8796093023550|1030792154603|1345796243938|LIKES
8796093023851|1030792154603|1345862055120|LIKES
13194139533817|1030792154603|1345720703448|LIKES
13194139533859|1030792154603|1345640921966|LIKES
13194139534076|1030792154603|1345712109486|LIKES
15393162788906|1030792154603|1345648522801|LIKES
15393162789219|1030792154603|1345633108069|LIKES
15393162790223|1030792154603|1345888238622|LIKES
17592186044862|1030792154603|1345734370317|LIKES
17592186045078|1030792154603|1345947539374|LIKES
17592186045551|1030792154603|1345740944650|LIKES
17592186045981|1030792154603|1345791882581|LIKES
19791209300631|1030792154603|1345787075771|LIKES
21990232556180|1030792154603|1345677531658|LIKES
24189255811638|1030792154603|1345678662244|LIKES
26388279067534|1030792154603|1345698754236|LIKES
26388279067560|1030792154603|1345868688843|LIKES
26388279067708|1030792154603|1345822018352|LIKES
26388279068177|1030792154603|1345792095805|LIKES
26388279068275|1030792154603|1345701781780|LIKES
28587302322689|1030792154603|1345653094687|LIKES
28587302323035|1030792154603|1345826576970|LIKES
28587302323701|1030792154603|1345843559855|LIKES
30786325577960|1030792154603|1345686291203|LIKES
30786325578585|1030792154603|1345636333266|LIKES
30786325578600|1030792154603|1345868412585|LIKES
30786325578794|1030792154603|1345666459568|LIKES
30786325579109|1030792154603|1345857475173|LIKES
32985348833670|1030792154603|1347504453342|LIKES
32985348834723|1030792154603|1345645946501|LIKES
32985348834794|1030792154603|1347475904447|LIKES
15393162788906|893353201174|1332476020995|LIKES
13194139533859|893353201180|1332645736978|LIKES
318|687194771070|1319309572077|LIKES
459|687194771070|1319390936340|LIKES
668|687194771070|1319283739185|LIKES
2199023256086|687194771070|1319291623831|LIKES
2199023256881|687194771070|1319420108921|LIKES
4398046511332|687194771070|1319295492308|LIKES
4398046512603|687194771070|1319380391042|LIKES
6597069767341|687194771070|1319570660656|LIKES
6597069768320|687194771070|1319457322553|LIKES
8796093022647|687194771070|1319422483967|LIKES
8796093023550|687194771070|1319609198745|LIKES
8796093023851|687194771070|1319747073387|LIKES
13194139533817|687194771070|1319373530844|LIKES
13194139533859|687194771070|1319290777399|LIKES
13194139534076|687194771070|1319279056194|LIKES
15393162788906|687194771070|1319444496805|LIKES
15393162789219|687194771070|1319333219949|LIKES
15393162790223|687194771070|1319289517343|LIKES
17592186044862|687194771070|1319314914788|LIKES
17592186045078|687194771070|1319285549497|LIKES
17592186045551|687194771070|1319272320991|LIKES
17592186045981|687194771070|1319339951269|LIKES
19791209300631|687194771070|1319401022182|LIKES
21990232556180|687194771070|1320713101559|LIKES
24189255811638|687194771070|1325074961387|LIKES
26388279067534|687194771070|1326566869870|LIKES
26388279067560|687194771070|1329720698809|LIKES
26388279067708|687194771070|1330724438693|LIKES
26388279068177|687194771070|1332636071903|LIKES
26388279068275|687194771070|1332529116755|LIKES
28587302322689|687194771070|1335224837990|LIKES
28587302323035|687194771070|1335335368460|LIKES
28587302323701|687194771070|1332295872222|LIKES
30786325577960|687194771070|1343703357128|LIKES
30786325578585|687194771070|1342273684367|LIKES
30786325578600|687194771070|1340456178607|LIKES
30786325578794|687194771070|1343253773822|LIKES
30786325579109|687194771070|1342056841870|LIKES
32985348834723|687194771070|1345183393530|LIKES
318|549755817605|1309429847064|LIKES
459|549755817605|1309469619750|LIKES
668|549755817605|1309507491112|LIKES
2199023256086|549755817605|1309580671376|LIKES
2199023256881|549755817605|1309523137017|LIKES
4398046511332|549755817605|1309467110257|LIKES
4398046512603|549755817605|1309458807890|LIKES
6597069767341|549755817605|1309764517918|LIKES
6597069768320|549755817605|1309547506632|LIKES
8796093022647|549755817605|1309749942508|LIKES
8796093023550|549755817605|1309637464406|LIKES
8796093023851|549755817605|1309715206896|LIKES
13194139533817|549755817605|1309530712870|LIKES
13194139533859|549755817605|1309455327720|LIKES
13194139534076|549755817605|1309582903633|LIKES
15393162788906|549755817605|1309515706286|LIKES
15393162789219|549755817605|1309702450932|LIKES
15393162790223|549755817605|1309533784760|LIKES
17592186044862|549755817605|1310572125900|LIKES
17592186045078|549755817605|1309496454638|LIKES
17592186045551|549755817605|1309465037997|LIKES
17592186045981|549755817605|1310673807974|LIKES
19791209300631|549755817605|1313315616690|LIKES
21990232556180|549755817605|1320786715007|LIKES
24189255811638|549755817605|1324949703396|LIKES
26388279067534|549755817605|1326595639755|LIKES
26388279067560|549755817605|1329737684199|LIKES
26388279067708|549755817605|1330741388276|LIKES
26388279068177|549755817605|1332704239484|LIKES
26388279068275|549755817605|1332416677293|LIKES
28587302322689|549755817605|1335607114017|LIKES
28587302323035|549755817605|1335309294489|LIKES
28587302323701|549755817605|1332252440325|LIKES
30786325577960|549755817605|1343754662704|LIKES
30786325578585|549755817605|1342325832712|LIKES
30786325578600|549755817605|1340260818090|LIKES
30786325578794|549755817605|1343067043285|LIKES
30786325579109|549755817605|1341879099142|LIKES
32985348834723|549755817605|1345290467236|LIKES
15393162790223|687194771089|1318228416128|LIKES
668|687194771090|1318181651022|LIKES
2199023256086|687194771090|1318159958011|LIKES
2199023256881|687194771090|1318321292302|LIKES
4398046511332|687194771090|1318230109398|LIKES
4398046512603|687194771090|1318402105165|LIKES
6597069767341|687194771090|1318219210445|LIKES
6597069768320|687194771090|1318434994874|LIKES
6597069768287|755914247900|1324040613739|LIKES
17592186045370|893353201500|1344507239946|LIKES
6597069767433|549755817958|1335945623747|LIKES
2199023256744|549755817973|1335226431895|LIKES
19791209300830|549755817973|1337987111822|LIKES
13194139534770|549755817973|1318606715787|LIKES
2199023255981|549755817973|1334930886379|LIKES
8796093022764|549755817973|1306133627494|LIKES
30786325579399|549755817973|1346034489559|LIKES
2199023255663|549755817973|1337075000162|LIKES
2199023255558|549755817973|1305941119536|LIKES
19791209300404|549755817973|1327853558190|LIKES
6597069767755|549755817973|1305875570288|LIKES
6597069766914|549755817973|1324010604002|LIKES
17592186045865|549755817973|1327298746493|LIKES
17592186046041|549755817973|1313329218234|LIKES
15393162789417|549755817973|1307841448711|LIKES
30786325578029|549755817973|1338967585203|LIKES
26388279068235|549755817973|1342204792884|LIKES
30786325578963|549755817973|1345623145772|LIKES
21990232555571|549755817973|1342507269601|LIKES
13194139533523|549755817973|1345692854084|LIKES
15393162788965|549755817973|1319324891203|LIKES
30786325577992|549755817973|1347359848097|LIKES
8796093023094|549755817973|1344272205164|LIKES
13194139534430|549755817973|1336892528199|LIKES
17592186045405|549755817973|1314145050761|LIKES
13194139533757|549755817973|1322885318130|LIKES
2199023256236|549755817973|1345682720998|LIKES
2199023255760|549755817973|1336097554475|LIKES
26388279067813|549755817973|1339395066661|LIKES
10995116278976|549755817973|1328842319046|LIKES
17592186045370|549755817973|1344739057933|LIKES
32985348834423|549755817973|1346973058721|LIKES
19791209300634|549755817973|1329969812324|LIKES
8796093023668|549755817973|1322785134929|LIKES
772|549755817973|1323711344071|LIKES
998|549755817973|1323281698893|LIKES
8796093022435|549755817973|1309901398198|LIKES
2199023256077|549755817973|1305923804580|LIKES
21990232556900|549755817973|1347183044951|LIKES
6597069767433|549755817973|1335851634985|LIKES
32985348834284|549755817973|1347263497562|LIKES
10995116278785|549755817973|1318834304093|LIKES
21990232556497|549755817973|1322030701105|LIKES
2199023256403|549755817973|1321179147203|LIKES
4398046512737|549755817973|1327575707557|LIKES
6597069768287|549755817973|1307080643934|LIKES
13194139534593|549755817973|1332158924183|LIKES
19791209300796|824633725236|1328003929007|LIKES
17592186045382|893353202058|1333339496575|LIKES
19791209301592|893353202067|1333592782140|LIKES
13194139534913|893353202069|1333375221245|LIKES
2199023257206|962072678863|1340627880135|LIKES
6597069766733|962072678863|1340406134255|LIKES
10995116278336|962072678863|1340503965741|LIKES
13194139533574|962072678863|1340441004327|LIKES
13194139534913|962072678863|1340479296590|LIKES
15393162789093|962072678863|1340687022607|LIKES
17592186044532|962072678863|1340603318875|LIKES
17592186044897|962072678863|1340781691727|LIKES
17592186045382|962072678863|1340412824403|LIKES
19791209300507|962072678863|1340394900218|LIKES
19791209300796|962072678863|1340418835517|LIKES
19791209300852|962072678863|1340460702666|LIKES
19791209301592|962072678863|1340762836292|LIKES
21990232555650|962072678863|1340572472961|LIKES
24189255812639|962072678863|1340698388304|LIKES
26388279067534|962072678863|1340624329334|LIKES
26388279068009|962072678863|1340432740083|LIKES
28587302322870|962072678863|1340402610814|LIKES
28587302323268|962072678863|1340479779398|LIKES
28587302323577|962072678863|1340427137956|LIKES
30786325578676|962072678863|1341468598704|LIKES
30786325578932|962072678863|1340695552842|LIKES
32985348833931|962072678863|1347142165341|LIKES
2199023256418|618475295478|1314769445983|LIKES
19791209301592|687194772399|1320901895707|LIKES
10995116278570|755914249505|1324321245042|LIKES
13194139533535|755914249505|1324317986210|LIKES
13194139534548|755914249505|1324430710534|LIKES
13194139534624|755914249505|1324352100322|LIKES
15393162788893|755914249505|1324486310410|LIKES
15393162789815|755914249505|1324613572137|LIKES
15393162790476|755914249505|1324342592596|LIKES
17592186044857|755914249505|1324762212634|LIKES
17592186045813|755914249505|1324315869234|LIKES
19791209300479|755914249505|1324651504275|LIKES
19791209300851|755914249505|1324328984423|LIKES
21990232556491|755914249505|1324381908086|LIKES
21990232556650|755914249505|1324362183056|LIKES
21990232556826|755914249505|1324390867488|LIKES
24189255811277|755914249505|1324513385776|LIKES
24189255811940|755914249505|1326785738600|LIKES
26388279066936|755914249505|1329056626890|LIKES
28587302322974|755914249505|1337622111864|LIKES
28587302323291|755914249505|1333895428066|LIKES
30786325577752|755914249505|1339206954601|LIKES
32985348834375|755914249505|1344323776710|LIKES
32985348834824|755914249513|1345207701138|LIKES
4398046512142|824633726302|1326416915592|LIKES
465|687194772867|1320959304276|LIKES
1161|687194772867|1320821007572|LIKES
2199023256300|687194772867|1320738414696|LIKES
2199023256418|687194772867|1320814995318|LIKES
4398046511257|687194772867|1320593184116|LIKES
4398046511596|687194772867|1320595009402|LIKES
4398046512142|687194772867|1320676390231|LIKES
4398046512267|687194772867|1320588443818|LIKES
4398046512356|687194772867|1320709001395|LIKES
6597069768236|687194772867|1320873104237|LIKES
8796093022445|687194772867|1320853383786|LIKES
8796093022887|687194772867|1320993834786|LIKES
8796093022963|687194772867|1320610416014|LIKES
10995116278113|687194772867|1320830478841|LIKES
10995116278570|687194772867|1320765179431|LIKES
13194139533535|687194772867|1320859495765|LIKES
13194139534548|687194772867|1320730064213|LIKES
13194139534624|687194772867|1320671166888|LIKES
