:START_ID(POST_ID)|:END_ID(TAG_ID)|:TYPE
412316862297|9866|HAS_TAG
618475292520|1|HAS_TAG
618475292520|1615|HAS_TAG
618475292520|1667|HAS_TAG
618475292520|2811|HAS_TAG
618475292520|2842|HAS_TAG
618475292520|6131|HAS_TAG
687194769281|1|HAS_TAG
687194769281|138|HAS_TAG
687194769281|1454|HAS_TAG
687194769281|2842|HAS_TAG
343597385604|1|HAS_TAG
343597385604|1615|HAS_TAG
343597385604|2011|HAS_TAG
343597385604|2842|HAS_TAG
343597385604|2853|HAS_TAG
343597385604|7517|HAS_TAG
274877908873|1|HAS_TAG
274877908873|2000|HAS_TAG
274877908873|2011|HAS_TAG
274877908873|2040|HAS_TAG
274877908873|9261|HAS_TAG
206158432143|1|HAS_TAG
206158432143|2807|HAS_TAG
206158432143|6383|HAS_TAG
206158432143|7517|HAS_TAG
549755815836|1|HAS_TAG
549755815836|1454|HAS_TAG
549755815836|2027|HAS_TAG
549755815836|6409|HAS_TAG
549755815836|8401|HAS_TAG
481036339111|1|HAS_TAG
481036339111|1985|HAS_TAG
481036339111|2777|HAS_TAG
481036339111|2786|HAS_TAG
1030792153017|1|HAS_TAG
1030792153017|593|HAS_TAG
274877908926|1734|HAS_TAG
274877908926|2896|HAS_TAG
274877908926|7443|HAS_TAG
274877908926|11598|HAS_TAG
68719478723|1206|HAS_TAG
68719478723|1502|HAS_TAG
68719478723|2040|HAS_TAG
68719478739|196|HAS_TAG
68719478739|1502|HAS_TAG
68719478739|1682|HAS_TAG
68719478739|9175|HAS_TAG
68719478747|143|HAS_TAG
68719478747|1502|HAS_TAG
68719478747|1762|HAS_TAG
68719478747|4849|HAS_TAG
68719478747|9257|HAS_TAG
68719478747|10214|HAS_TAG
68719478747|11546|HAS_TAG
274877908969|1734|HAS_TAG
274877908969|1760|HAS_TAG
274877908969|2848|HAS_TAG
274877908969|5065|HAS_TAG
274877908969|7523|HAS_TAG
274877908969|8300|HAS_TAG
68719478763|1502|HAS_TAG
68719478763|8464|HAS_TAG
68719478763|11674|HAS_TAG
962072676350|6|HAS_TAG
962072676350|6413|HAS_TAG
1030792153089|6|HAS_TAG
1030792153089|2925|HAS_TAG
1030792153089|7380|HAS_TAG
549755815938|6|HAS_TAG
549755815938|6938|HAS_TAG
206158432261|202|HAS_TAG
206158432261|2990|HAS_TAG
206158432261|8635|HAS_TAG
412316862470|279|HAS_TAG
412316862470|6080|HAS_TAG
274877909025|279|HAS_TAG
962072676391|279|HAS_TAG
343597385771|279|HAS_TAG
618475292720|279|HAS_TAG
481036339251|279|HAS_TAG
755914246203|1969|HAS_TAG
755914246203|2778|HAS_TAG
755914246203|3033|HAS_TAG
755914246203|6054|HAS_TAG
755914246203|8190|HAS_TAG
755914246203|9291|HAS_TAG
755914246203|11517|HAS_TAG
755914246224|597|HAS_TAG
755914246224|1969|HAS_TAG
755914246224|2987|HAS_TAG
755914246239|783|HAS_TAG
755914246239|1969|HAS_TAG
755914246239|8856|HAS_TAG
755914246239|9149|HAS_TAG
755914246239|11512|HAS_TAG
755914246254|1969|HAS_TAG
962072676472|558|HAS_TAG
274877909125|558|HAS_TAG
274877909125|574|HAS_TAG
481036339350|558|HAS_TAG
1030792153257|558|HAS_TAG
618475292843|558|HAS_TAG
343597385914|558|HAS_TAG
1030792153284|558|HAS_TAG
618475292889|558|HAS_TAG
824633723110|558|HAS_TAG
549755816174|558|HAS_TAG
549755816174|574|HAS_TAG
412316862717|558|HAS_TAG
412316862718|558|HAS_TAG
412316862718|11742|HAS_TAG
412316862759|558|HAS_TAG
893353199929|558|HAS_TAG
274877909312|558|HAS_TAG
893353199939|558|HAS_TAG
343597386062|558|HAS_TAG
343597386062|574|HAS_TAG
962072676697|558|HAS_TAG
412316862819|558|HAS_TAG
412316862819|11742|HAS_TAG
755914246505|558|HAS_TAG
343597386092|278|HAS_TAG
343597386092|1937|HAS_TAG
343597386092|2782|HAS_TAG
343597386092|7005|HAS_TAG
343597386092|10110|HAS_TAG
343597386110|1937|HAS_TAG
343597386110|2905|HAS_TAG
343597386110|3022|HAS_TAG
343597386110|9615|HAS_TAG
343597386129|1673|HAS_TAG
343597386129|1937|HAS_TAG
343597386129|2787|HAS_TAG
343597386129|7019|HAS_TAG
343597386129|8271|HAS_TAG
343597386129|9057|HAS_TAG
343597386129|9190|HAS_TAG
343597386129|11639|HAS_TAG
343597386147|1937|HAS_TAG
343597386147|2853|HAS_TAG
343597386147|9325|HAS_TAG
343597386164|1937|HAS_TAG
343597386164|2853|HAS_TAG
343597386164|5100|HAS_TAG
343597386164|5101|HAS_TAG
343597386166|597|HAS_TAG
343597386166|1937|HAS_TAG
343597386166|2068|HAS_TAG
343597386166|3037|HAS_TAG
343597386166|8834|HAS_TAG
343597386166|10848|HAS_TAG
893353200064|1653|HAS_TAG
893353200064|6617|HAS_TAG
893353200064|9383|HAS_TAG
893353200084|1653|HAS_TAG
893353200084|2044|HAS_TAG
893353200084|2818|HAS_TAG
893353200084|5151|HAS_TAG
893353200084|6399|HAS_TAG
893353200084|6965|HAS_TAG
893353200084|6969|HAS_TAG
893353200084|9511|HAS_TAG
893353200084|13477|HAS_TAG
687194769895|782|HAS_TAG
962072676840|782|HAS_TAG
962072676840|1900|HAS_TAG
687194769902|782|HAS_TAG
549755816441|782|HAS_TAG
549755816441|5078|HAS_TAG
481036339714|782|HAS_TAG
755914246682|782|HAS_TAG
755914246682|785|HAS_TAG
755914246682|5078|HAS_TAG
687194769957|1410|HAS_TAG
687194769957|6743|HAS_TAG
687194769957|6977|HAS_TAG
687194769957|12098|HAS_TAG
687194769958|1410|HAS_TAG
687194769958|9282|HAS_TAG
687194769958|14058|HAS_TAG
687194769974|1410|HAS_TAG
687194769974|6407|HAS_TAG
687194769974|9738|HAS_TAG
687194769993|976|HAS_TAG
687194769993|1195|HAS_TAG
687194769993|1410|HAS_TAG
687194769993|1941|HAS_TAG
687194769993|2785|HAS_TAG
687194769993|2831|HAS_TAG
687194769993|5103|HAS_TAG
687194769993|7020|HAS_TAG
687194769993|9352|HAS_TAG
687194770004|1410|HAS_TAG
687194770004|5055|HAS_TAG
687194770004|9315|HAS_TAG
687194770004|12232|HAS_TAG
687194770004|12454|HAS_TAG
687194770013|1170|HAS_TAG
687194770013|1410|HAS_TAG
687194770013|9206|HAS_TAG
687194770031|1410|HAS_TAG
687194770031|9178|HAS_TAG
687194770031|9307|HAS_TAG
687194770048|1410|HAS_TAG
687194770048|6413|HAS_TAG
687194770048|8082|HAS_TAG
687194770054|544|HAS_TAG
687194770054|1173|HAS_TAG
687194770054|1410|HAS_TAG
687194770054|1680|HAS_TAG
687194770054|15209|HAS_TAG
687194770066|1410|HAS_TAG
687194770066|1988|HAS_TAG
687194770066|2922|HAS_TAG
687194770066|6963|HAS_TAG
687194770066|9109|HAS_TAG
687194770066|9149|HAS_TAG
687194770066|11750|HAS_TAG
962072677287|6|HAS_TAG
1030792154042|6|HAS_TAG
1030792154176|468|HAS_TAG
1030792154187|468|HAS_TAG
1030792154187|2982|HAS_TAG
1030792154187|15678|HAS_TAG
1030792154192|468|HAS_TAG
1030792154192|2944|HAS_TAG
962072677475|468|HAS_TAG
962072677475|1193|HAS_TAG
962072677475|2065|HAS_TAG
962072677475|2981|HAS_TAG
962072677475|7603|HAS_TAG
962072677475|9195|HAS_TAG
1099511630952|468|HAS_TAG
1099511630952|2065|HAS_TAG
1099511630952|6964|HAS_TAG
1099511630969|468|HAS_TAG
1099511630969|1988|HAS_TAG
1099511630969|2813|HAS_TAG
1099511630969|2981|HAS_TAG
1099511630969|2982|HAS_TAG
893353200771|468|HAS_TAG
893353200771|6933|HAS_TAG
1030792154250|468|HAS_TAG
1030792154250|1994|HAS_TAG
1030792154250|2952|HAS_TAG
1030792154250|9150|HAS_TAG
893353200779|468|HAS_TAG
893353200779|2944|HAS_TAG
962072677534|468|HAS_TAG
962072677543|468|HAS_TAG
962072677563|468|HAS_TAG
962072677563|3080|HAS_TAG
962072677563|5163|HAS_TAG
1030792154318|244|HAS_TAG
687194770741|1178|HAS_TAG
481036340546|1178|HAS_TAG
412316863815|1178|HAS_TAG
481036340571|1178|HAS_TAG
481036340571|1929|HAS_TAG
755914247521|1178|HAS_TAG
343597387117|1178|HAS_TAG
618475294068|1178|HAS_TAG
824633724278|1178|HAS_TAG
618475294079|1178|HAS_TAG
824633724289|1178|HAS_TAG
1030792154511|1178|HAS_TAG
549755817374|1178|HAS_TAG
962072677791|1178|HAS_TAG
343597387188|1178|HAS_TAG
1030792154564|1178|HAS_TAG
274877910475|1178|HAS_TAG
1030792154589|1178|HAS_TAG
687194770925|1178|HAS_TAG
687194770927|1178|HAS_TAG
687194770927|1929|HAS_TAG
343597387250|1178|HAS_TAG
893353201170|1178|HAS_TAG
893353201170|1929|HAS_TAG
618475294238|1178|HAS_TAG
687194770995|4|HAS_TAG
755914247752|262|HAS_TAG
755914247752|2781|HAS_TAG
755914247752|2989|HAS_TAG
755914247752|5687|HAS_TAG
755914247752|6365|HAS_TAG
755914247752|6416|HAS_TAG
755914247752|7620|HAS_TAG
755914247752|10153|HAS_TAG
549755817562|1612|HAS_TAG
549755817562|8502|HAS_TAG
549755817562|9569|HAS_TAG
549755817562|10410|HAS_TAG
549755817562|10959|HAS_TAG
549755817562|11401|HAS_TAG
549755817562|12822|HAS_TAG
549755817562|13464|HAS_TAG
549755817562|13509|HAS_TAG
549755817562|14776|HAS_TAG
687194771047|1944|HAS_TAG
687194771047|5282|HAS_TAG
687194771047|7355|HAS_TAG
687194771064|1944|HAS_TAG
687194771064|2958|HAS_TAG
687194771064|3075|HAS_TAG
687194771064|11165|HAS_TAG
687194771064|12410|HAS_TAG
549755817602|1173|HAS_TAG
549755817602|1612|HAS_TAG
549755817602|6378|HAS_TAG
549755817602|6949|HAS_TAG
549755817602|7177|HAS_TAG
549755817602|9615|HAS_TAG
687194771079|4|HAS_TAG
687194771079|1191|HAS_TAG
687194771079|2981|HAS_TAG
687194771079|3027|HAS_TAG
687194771079|5076|HAS_TAG
687194771079|7018|HAS_TAG
687194771079|9466|HAS_TAG
1099511631510|17|HAS_TAG
893353201328|17|HAS_TAG
962072678067|17|HAS_TAG
687194771140|17|HAS_TAG
755914247891|17|HAS_TAG
1030792154854|17|HAS_TAG
893353201490|17|HAS_TAG
893353201549|17|HAS_TAG
755914248106|17|HAS_TAG
549755817954|17|HAS_TAG
962072678410|17|HAS_TAG
893353201699|17|HAS_TAG
824633724979|17|HAS_TAG
687194771759|776|HAS_TAG
687194771759|2037|HAS_TAG
824633725235|776|HAS_TAG
824633725235|2795|HAS_TAG
549755818309|776|HAS_TAG
549755818309|2962|HAS_TAG
549755818309|2982|HAS_TAG
412316864851|776|HAS_TAG
755914248535|776|HAS_TAG
755914248535|2795|HAS_TAG
687194771811|776|HAS_TAG
687194771811|1173|HAS_TAG
687194771811|5633|HAS_TAG
481036341613|776|HAS_TAG
481036341613|2807|HAS_TAG
687194771831|776|HAS_TAG
687194771831|2795|HAS_TAG
687194771831|3010|HAS_TAG
893353202055|776|HAS_TAG
893353202074|776|HAS_TAG
893353202074|3010|HAS_TAG
893353202075|776|HAS_TAG
893353202075|5633|HAS_TAG
893353202075|6981|HAS_TAG
824633725346|776|HAS_TAG
893353202090|1420|HAS_TAG
962072678832|395|HAS_TAG
962072678832|570|HAS_TAG
962072678832|1533|HAS_TAG
962072678832|1758|HAS_TAG
962072678832|2985|HAS_TAG
962072678832|5899|HAS_TAG
962072678832|7613|HAS_TAG
962072678834|395|HAS_TAG
962072678834|806|HAS_TAG
962072678834|1616|HAS_TAG
962072678834|2853|HAS_TAG
962072678834|2859|HAS_TAG
962072678834|2866|HAS_TAG
962072678834|7543|HAS_TAG
962072678834|11732|HAS_TAG
962072678834|11801|HAS_TAG
962072678852|395|HAS_TAG
962072678852|6397|HAS_TAG
962072678852|6992|HAS_TAG
962072678852|10194|HAS_TAG
962072678852|11713|HAS_TAG
962072678869|395|HAS_TAG
962072678869|2855|HAS_TAG
962072678869|6270|HAS_TAG
962072678869|7005|HAS_TAG
962072678869|7010|HAS_TAG
962072678869|7232|HAS_TAG
962072678880|395|HAS_TAG
962072678880|7145|HAS_TAG
962072678888|395|HAS_TAG
962072678888|448|HAS_TAG
962072678888|566|HAS_TAG
962072678888|1172|HAS_TAG
962072678888|2015|HAS_TAG
962072678888|2830|HAS_TAG
962072678888|5398|HAS_TAG
962072678888|6634|HAS_TAG
962072678888|9144|HAS_TAG
962072678899|298|HAS_TAG
962072678899|395|HAS_TAG
962072678899|2999|HAS_TAG
962072678899|7572|HAS_TAG
962072678899|11376|HAS_TAG
962072678899|11699|HAS_TAG
962072678899|11724|HAS_TAG
962072678899|12204|HAS_TAG
962072678906|395|HAS_TAG
962072678906|6087|HAS_TAG
962072678906|9133|HAS_TAG
962072678906|12042|HAS_TAG
962072678906|15206|HAS_TAG
824633725661|275|HAS_TAG
618475295474|275|HAS_TAG
687194772392|8|HAS_TAG
962072679357|1748|HAS_TAG
962072679357|2108|HAS_TAG
962072679357|5224|HAS_TAG
962072679357|7589|HAS_TAG
962072679357|9282|HAS_TAG
962072679525|1429|HAS_TAG
687194772584|1429|HAS_TAG
962072679690|6|HAS_TAG
962072679690|1195|HAS_TAG
206158435595|6|HAS_TAG
206158435595|2067|HAS_TAG
206158435595|2813|HAS_TAG
755914249501|6|HAS_TAG
755914249501|9|HAS_TAG
137438958891|6|HAS_TAG
137438958891|781|HAS_TAG
137438958891|1198|HAS_TAG
137438958891|1766|HAS_TAG
137438958891|1996|HAS_TAG
137438958891|2067|HAS_TAG
137438958891|2797|HAS_TAG
481036342576|6|HAS_TAG
481036342576|578|HAS_TAG
481036342576|9317|HAS_TAG
481036342576|11628|HAS_TAG
481036342576|11687|HAS_TAG
412316865850|6|HAS_TAG
412316865850|9036|HAS_TAG
412316865850|11628|HAS_TAG
687194772795|6|HAS_TAG
687194772795|774|HAS_TAG
687194772795|778|HAS_TAG
687194772795|1180|HAS_TAG
687194772795|5085|HAS_TAG
687194772795|9098|HAS_TAG
1030792156485|6|HAS_TAG
1030792156485|588|HAS_TAG
1030792156485|1193|HAS_TAG
1030792156485|2065|HAS_TAG
549755819347|6|HAS_TAG
549755819347|782|HAS_TAG
549755819347|2093|HAS_TAG
549755819347|2802|HAS_TAG
549755819347|6358|HAS_TAG
824633726301|6|HAS_TAG
824633726301|575|HAS_TAG
824633726301|1193|HAS_TAG
824633726301|1762|HAS_TAG
824633726301|2802|HAS_TAG
824633726301|2872|HAS_TAG
824633726301|6634|HAS_TAG
755914249577|6|HAS_TAG
755914249577|575|HAS_TAG
755914249577|775|HAS_TAG
755914249577|2048|HAS_TAG
755914249593|6|HAS_TAG
755914249593|588|HAS_TAG
755914249593|1195|HAS_TAG
755914249593|1206|HAS_TAG
755914249593|1909|HAS_TAG
755914249593|2067|HAS_TAG
687194772866|6|HAS_TAG
687194772866|5085|HAS_TAG
274877912456|6|HAS_TAG
274877912456|1766|HAS_TAG
274877912456|2067|HAS_TAG
687194772879|6|HAS_TAG
687194772879|6945|HAS_TAG
481036342717|6|HAS_TAG
481036342717|1193|HAS_TAG
481036342717|1909|HAS_TAG
206158435789|6|HAS_TAG
206158435789|9|HAS_TAG
206158435789|1180|HAS_TAG
206158435789|2849|HAS_TAG
206158435789|9474|HAS_TAG
549755819472|6|HAS_TAG
549755819472|1762|HAS_TAG
549755819472|2813|HAS_TAG
549755819472|9244|HAS_TAG
206158435796|6|HAS_TAG
206158435796|2802|HAS_TAG
206158435796|9474|HAS_TAG
755914249686|6|HAS_TAG
755914249686|774|HAS_TAG
755914249686|2793|HAS_TAG
274877912549|6|HAS_TAG
274877912549|775|HAS_TAG
274877912549|2065|HAS_TAG
274877912549|2797|HAS_TAG
274877912549|2802|HAS_TAG
274877912549|2849|HAS_TAG
618475296244|6|HAS_TAG
412316866040|1930|HAS_TAG
412316866040|6596|HAS_TAG
412316866040|6710|HAS_TAG
412316866040|7332|HAS_TAG
412316866040|7591|HAS_TAG
412316866040|8970|HAS_TAG
412316866051|1930|HAS_TAG
412316866051|5385|HAS_TAG
412316866051|5599|HAS_TAG
412316866051|6067|HAS_TAG
412316866051|6169|HAS_TAG
412316866051|6483|HAS_TAG
481036342802|794|HAS_TAG
481036342802|1444|HAS_TAG
481036342802|2783|HAS_TAG
481036342802|11718|HAS_TAG
481036342802|12281|HAS_TAG
481036342802|14942|HAS_TAG
755914249753|262|HAS_TAG
755914249753|5085|HAS_TAG
755914249753|7511|HAS_TAG
755914249753|9261|HAS_TAG
412316866081|469|HAS_TAG
412316866081|1930|HAS_TAG
412316866081|2793|HAS_TAG
412316866081|8475|HAS_TAG
412316866081|14307|HAS_TAG
1030792156721|244|HAS_TAG
1030792156721|5060|HAS_TAG
1030792156721|5837|HAS_TAG
1030792156721|7534|HAS_TAG
1030792156721|15205|HAS_TAG
412316866106|1930|HAS_TAG
412316866106|5136|HAS_TAG
412316866106|8237|HAS_TAG
412316866106|9863|HAS_TAG
481036342859|1444|HAS_TAG
481036342859|3030|HAS_TAG
481036342859|12251|HAS_TAG
412316866125|1546|HAS_TAG
412316866125|1930|HAS_TAG
412316866125|2898|HAS_TAG
412316866125|13213|HAS_TAG
412316866125|13226|HAS_TAG
412316866125|14172|HAS_TAG
412316866132|1930|HAS_TAG
412316866132|4991|HAS_TAG
412316866132|5097|HAS_TAG
412316866132|5172|HAS_TAG
412316866132|6428|HAS_TAG
412316866132|8356|HAS_TAG
481036342879|778|HAS_TAG
481036342879|1444|HAS_TAG
481036342879|5058|HAS_TAG
481036342879|9054|HAS_TAG
481036342879|9149|HAS_TAG
481036342879|9327|HAS_TAG
481036342879|12061|HAS_TAG
481036342893|1444|HAS_TAG
481036342893|2801|HAS_TAG
481036342893|2985|HAS_TAG
481036342893|9290|HAS_TAG
412316866170|1930|HAS_TAG
412316866170|2888|HAS_TAG
412316866170|5887|HAS_TAG
412316866170|7518|HAS_TAG
206158435981|596|HAS_TAG
755914249886|1860|HAS_TAG
755914249886|2906|HAS_TAG
755914249886|7553|HAS_TAG
755914249886|14995|HAS_TAG
755914249905|1860|HAS_TAG
755914249905|1992|HAS_TAG
755914249905|2895|HAS_TAG
755914249905|5777|HAS_TAG
755914249905|7330|HAS_TAG
755914249924|1860|HAS_TAG
755914249924|2943|HAS_TAG
755914249924|2992|HAS_TAG
755914249924|3038|HAS_TAG
755914249924|5846|HAS_TAG
755914249924|6365|HAS_TAG
755914249924|8160|HAS_TAG
755914249941|1760|HAS_TAG
755914249941|1860|HAS_TAG
755914249941|2788|HAS_TAG
755914249941|6954|HAS_TAG
755914249941|7598|HAS_TAG
755914249951|1860|HAS_TAG
755914249951|3045|HAS_TAG
755914249951|8941|HAS_TAG
755914249951|10551|HAS_TAG
343597389825|1398|HAS_TAG
549755820050|1398|HAS_TAG
274877913123|1398|HAS_TAG
824633727031|1398|HAS_TAG
274877913153|1398|HAS_TAG
687194773581|1398|HAS_TAG
687194773581|12444|HAS_TAG
343597389910|1398|HAS_TAG
412316866662|1398|HAS_TAG
824633727083|1398|HAS_TAG
962072680589|1398|HAS_TAG
206158436513|1398|HAS_TAG
962072680610|540|HAS_TAG
962072680610|2833|HAS_TAG
962072680610|6294|HAS_TAG
962072680610|7546|HAS_TAG
962072680610|9277|HAS_TAG
412316866733|571|HAS_TAG
412316866733|2206|HAS_TAG
412316866733|6999|HAS_TAG
412316866733|7603|HAS_TAG
412316866733|8287|HAS_TAG
412316866733|9115|HAS_TAG
412316866751|2017|HAS_TAG
412316866751|2206|HAS_TAG
412316866751|2891|HAS_TAG
893353203920|244|HAS_TAG
893353203920|1615|HAS_TAG
893353203920|12300|HAS_TAG
412316866788|2016|HAS_TAG
412316866788|2206|HAS_TAG
412316866788|7139|HAS_TAG
412316866788|14964|HAS_TAG
412316866796|1930|HAS_TAG
412316866796|1991|HAS_TAG
412316866796|5474|HAS_TAG
412316866796|6041|HAS_TAG
412316866796|6718|HAS_TAG
412316866796|10189|HAS_TAG
412316866796|10576|HAS_TAG
412316866796|12252|HAS_TAG
412316866798|1930|HAS_TAG
412316866798|6855|HAS_TAG
893353203966|244|HAS_TAG
893353203966|5058|HAS_TAG
893353203966|5158|HAS_TAG
893353203966|6664|HAS_TAG
893353203966|7034|HAS_TAG
893353203966|7543|HAS_TAG
893353203966|9040|HAS_TAG
893353203966|12163|HAS_TAG
962072680707|540|HAS_TAG
962072680707|1545|HAS_TAG
962072680707|9043|HAS_TAG
962072680707|11261|HAS_TAG
962072680707|11594|HAS_TAG
962072680707|11741|HAS_TAG
962072680707|13999|HAS_TAG
412316866827|801|HAS_TAG
412316866827|974|HAS_TAG
412316866827|2089|HAS_TAG
412316866827|2206|HAS_TAG
412316866827|5076|HAS_TAG
412316866827|5191|HAS_TAG
412316866827|5762|HAS_TAG
412316866827|9357|HAS_TAG
962072680719|540|HAS_TAG
962072680719|774|HAS_TAG
962072680719|5101|HAS_TAG
962072680719|5125|HAS_TAG
962072680719|5133|HAS_TAG
