:START_ID(PERSON_ID)|:END_ID(TAG_ID)|:TYPE
17592186045684|2092|HAS_INTEREST
17592186045684|2792|HAS_INTEREST
17592186045684|2837|HAS_INTEREST
17592186045684|2862|HAS_INTEREST
17592186045684|2992|HAS_INTEREST
17592186045684|3035|HAS_INTEREST
17592186045684|5085|HAS_INTEREST
17592186045684|5118|HAS_INTEREST
17592186045684|5176|HAS_INTEREST
17592186045684|6368|HAS_INTEREST
17592186045684|6413|HAS_INTEREST
17592186045684|6945|HAS_INTEREST
17592186045684|9058|HAS_INTEREST
17592186045684|9063|HAS_INTEREST
17592186045684|11254|HAS_INTEREST
17592186045684|11375|HAS_INTEREST
17592186045684|11622|HAS_INTEREST
17592186045684|11625|HAS_INTEREST
17592186045684|11628|HAS_INTEREST
17592186045684|11695|HAS_INTEREST
17592186045684|11742|HAS_INTEREST
21990232556027|205|HAS_INTEREST
21990232556027|295|HAS_INTEREST
21990232556027|543|HAS_INTEREST
21990232556027|566|HAS_INTEREST
21990232556027|1030|HAS_INTEREST
21990232556027|1448|HAS_INTEREST
21990232556027|1616|HAS_INTEREST
21990232556027|1672|HAS_INTEREST
21990232556027|1984|HAS_INTEREST
21990232556027|2021|HAS_INTEREST
21990232556027|2029|HAS_INTEREST
21990232556027|2047|HAS_INTEREST
21990232556027|2780|HAS_INTEREST
21990232556027|2792|HAS_INTEREST
21990232556027|2808|HAS_INTEREST
21990232556027|2861|HAS_INTEREST
21990232556027|2924|HAS_INTEREST
21990232556027|2933|HAS_INTEREST
21990232556027|6470|HAS_INTEREST
21990232556027|6733|HAS_INTEREST
21990232556027|7494|HAS_INTEREST
21990232556027|9141|HAS_INTEREST
21990232556027|11088|HAS_INTEREST
21990232556027|11379|HAS_INTEREST
21990232556027|15333|HAS_INTEREST
21990232556585|138|HAS_INTEREST
21990232556585|216|HAS_INTEREST
21990232556585|281|HAS_INTEREST
21990232556585|286|HAS_INTEREST
21990232556585|566|HAS_INTEREST
21990232556585|573|HAS_INTEREST
21990232556585|574|HAS_INTEREST
21990232556585|576|HAS_INTEREST
21990232556585|593|HAS_INTEREST
21990232556585|781|HAS_INTEREST
21990232556585|1022|HAS_INTEREST
21990232556585|1178|HAS_INTEREST
21990232556585|1186|HAS_INTEREST
21990232556585|1545|HAS_INTEREST
21990232556585|1548|HAS_INTEREST
21990232556585|1668|HAS_INTEREST
21990232556585|1671|HAS_INTEREST
21990232556585|1672|HAS_INTEREST
21990232556585|1758|HAS_INTEREST
21990232556585|1985|HAS_INTEREST
21990232556585|1992|HAS_INTEREST
21990232556585|2008|HAS_INTEREST
21990232556585|2031|HAS_INTEREST
21990232556585|2036|HAS_INTEREST
21990232556585|2046|HAS_INTEREST
21990232556585|2058|HAS_INTEREST
21990232556585|2077|HAS_INTEREST
21990232556585|2082|HAS_INTEREST
21990232556585|2116|HAS_INTEREST
21990232556585|2778|HAS_INTEREST
21990232556585|2783|HAS_INTEREST
21990232556585|2802|HAS_INTEREST
21990232556585|2804|HAS_INTEREST
21990232556585|2806|HAS_INTEREST
21990232556585|2818|HAS_INTEREST
21990232556585|2823|HAS_INTEREST
21990232556585|2826|HAS_INTEREST
21990232556585|2832|HAS_INTEREST
21990232556585|2879|HAS_INTEREST
21990232556585|2884|HAS_INTEREST
21990232556585|2895|HAS_INTEREST
21990232556585|2912|HAS_INTEREST
21990232556585|2959|HAS_INTEREST
21990232556585|3029|HAS_INTEREST
21990232556585|3047|HAS_INTEREST
21990232556585|3087|HAS_INTEREST
21990232556585|4848|HAS_INTEREST
21990232556585|5119|HAS_INTEREST
21990232556585|5321|HAS_INTEREST
21990232556585|5563|HAS_INTEREST
21990232556585|6360|HAS_INTEREST
21990232556585|6363|HAS_INTEREST
21990232556585|6365|HAS_INTEREST
21990232556585|6706|HAS_INTEREST
21990232556585|7001|HAS_INTEREST
21990232556585|7034|HAS_INTEREST
21990232556585|7380|HAS_INTEREST
21990232556585|7521|HAS_INTEREST
21990232556585|7572|HAS_INTEREST
21990232556585|7860|HAS_INTEREST
21990232556585|8897|HAS_INTEREST
21990232556585|9150|HAS_INTEREST
21990232556585|9174|HAS_INTEREST
21990232556585|9188|HAS_INTEREST
21990232556585|9299|HAS_INTEREST
21990232556585|10038|HAS_INTEREST
21990232556585|10961|HAS_INTEREST
21990232556585|11123|HAS_INTEREST
21990232556585|12273|HAS_INTEREST
21990232556585|12392|HAS_INTEREST
21990232556585|13376|HAS_INTEREST
24189255812290|1022|HAS_INTEREST
24189255812290|1525|HAS_INTEREST
24189255812290|1545|HAS_INTEREST
24189255812290|1864|HAS_INTEREST
24189255812290|2878|HAS_INTEREST
24189255812290|2941|HAS_INTEREST
24189255812290|2960|HAS_INTEREST
24189255812290|4917|HAS_INTEREST
24189255812290|8604|HAS_INTEREST
24189255812290|9144|HAS_INTEREST
26388279066636|1524|HAS_INTEREST
26388279066636|2041|HAS_INTEREST
26388279066636|14812|HAS_INTEREST
28587302322727|265|HAS_INTEREST
28587302322727|1908|HAS_INTEREST
28587302322727|1953|HAS_INTEREST
28587302322727|2081|HAS_INTEREST
28587302322727|2779|HAS_INTEREST
28587302322727|2841|HAS_INTEREST
28587302322727|2860|HAS_INTEREST
28587302322727|2900|HAS_INTEREST
28587302322727|2907|HAS_INTEREST
28587302322727|2990|HAS_INTEREST
28587302322727|6984|HAS_INTEREST
28587302322727|6989|HAS_INTEREST
28587302322727|7604|HAS_INTEREST
28587302322727|9144|HAS_INTEREST
30786325578904|140|HAS_INTEREST
30786325578904|162|HAS_INTEREST
30786325578904|196|HAS_INTEREST
30786325578904|468|HAS_INTEREST
30786325578904|780|HAS_INTEREST
30786325578904|781|HAS_INTEREST
30786325578904|808|HAS_INTEREST
30786325578904|812|HAS_INTEREST
30786325578904|1023|HAS_INTEREST
30786325578904|1152|HAS_INTEREST
30786325578904|1176|HAS_INTEREST
30786325578904|1669|HAS_INTEREST
30786325578904|1910|HAS_INTEREST
30786325578904|1984|HAS_INTEREST
30786325578904|1985|HAS_INTEREST
30786325578904|1986|HAS_INTEREST
30786325578904|1987|HAS_INTEREST
30786325578904|1989|HAS_INTEREST
30786325578904|2036|HAS_INTEREST
30786325578904|2057|HAS_INTEREST
30786325578904|2088|HAS_INTEREST
30786325578904|2777|HAS_INTEREST
30786325578904|2779|HAS_INTEREST
30786325578904|2780|HAS_INTEREST
30786325578904|2793|HAS_INTEREST
30786325578904|2796|HAS_INTEREST
30786325578904|2832|HAS_INTEREST
30786325578904|2835|HAS_INTEREST
30786325578904|2836|HAS_INTEREST
30786325578904|2850|HAS_INTEREST
30786325578904|2866|HAS_INTEREST
30786325578904|2872|HAS_INTEREST
30786325578904|2914|HAS_INTEREST
30786325578904|2920|HAS_INTEREST
30786325578904|2946|HAS_INTEREST
30786325578904|2960|HAS_INTEREST
30786325578904|2982|HAS_INTEREST
30786325578904|2996|HAS_INTEREST
30786325578904|4848|HAS_INTEREST
30786325578904|5063|HAS_INTEREST
30786325578904|5450|HAS_INTEREST
30786325578904|6556|HAS_INTEREST
30786325578904|7005|HAS_INTEREST
30786325578904|7330|HAS_INTEREST
30786325578904|7433|HAS_INTEREST
30786325578904|7509|HAS_INTEREST
30786325578904|8699|HAS_INTEREST
30786325578904|9329|HAS_INTEREST
30786325578904|10222|HAS_INTEREST
30786325578904|11557|HAS_INTEREST
2199023256181|1|HAS_INTEREST
2199023256181|138|HAS_INTEREST
2199023256181|148|HAS_INTEREST
2199023256181|593|HAS_INTEREST
2199023256181|784|HAS_INTEREST
2199023256181|785|HAS_INTEREST
2199023256181|807|HAS_INTEREST
2199023256181|1201|HAS_INTEREST
2199023256181|1444|HAS_INTEREST
2199023256181|1454|HAS_INTEREST
2199023256181|1615|HAS_INTEREST
2199023256181|1667|HAS_INTEREST
2199023256181|1668|HAS_INTEREST
2199023256181|1681|HAS_INTEREST
2199023256181|1863|HAS_INTEREST
2199023256181|1985|HAS_INTEREST
2199023256181|1988|HAS_INTEREST
2199023256181|1989|HAS_INTEREST
2199023256181|1990|HAS_INTEREST
2199023256181|2000|HAS_INTEREST
2199023256181|2011|HAS_INTEREST
2199023256181|2027|HAS_INTEREST
2199023256181|2040|HAS_INTEREST
2199023256181|2066|HAS_INTEREST
2199023256181|2777|HAS_INTEREST
2199023256181|2778|HAS_INTEREST
2199023256181|2785|HAS_INTEREST
2199023256181|2786|HAS_INTEREST
2199023256181|2787|HAS_INTEREST
2199023256181|2788|HAS_INTEREST
2199023256181|2796|HAS_INTEREST
2199023256181|2804|HAS_INTEREST
2199023256181|2807|HAS_INTEREST
2199023256181|2811|HAS_INTEREST
2199023256181|2842|HAS_INTEREST
2199023256181|2853|HAS_INTEREST
2199023256181|2865|HAS_INTEREST
2199023256181|2869|HAS_INTEREST
2199023256181|2918|HAS_INTEREST
2199023256181|2935|HAS_INTEREST
2199023256181|2939|HAS_INTEREST
2199023256181|2942|HAS_INTEREST
2199023256181|2956|HAS_INTEREST
2199023256181|2982|HAS_INTEREST
2199023256181|3001|HAS_INTEREST
2199023256181|3011|HAS_INTEREST
2199023256181|3056|HAS_INTEREST
2199023256181|3061|HAS_INTEREST
2199023256181|3065|HAS_INTEREST
2199023256181|5063|HAS_INTEREST
2199023256181|5132|HAS_INTEREST
2199023256181|6131|HAS_INTEREST
2199023256181|6369|HAS_INTEREST
2199023256181|6383|HAS_INTEREST
2199023256181|6409|HAS_INTEREST
2199023256181|6412|HAS_INTEREST
2199023256181|6674|HAS_INTEREST
2199023256181|7015|HAS_INTEREST
2199023256181|7089|HAS_INTEREST
2199023256181|7148|HAS_INTEREST
2199023256181|7486|HAS_INTEREST
2199023256181|7517|HAS_INTEREST
2199023256181|7520|HAS_INTEREST
2199023256181|7538|HAS_INTEREST
2199023256181|7547|HAS_INTEREST
2199023256181|8401|HAS_INTEREST
2199023256181|9188|HAS_INTEREST
2199023256181|9261|HAS_INTEREST
2199023256181|9866|HAS_INTEREST
2199023256181|10449|HAS_INTEREST
2199023256181|11407|HAS_INTEREST
2199023256181|11537|HAS_INTEREST
2199023256181|11577|HAS_INTEREST
2199023256181|11667|HAS_INTEREST
2199023256181|12723|HAS_INTEREST
4398046511870|6|HAS_INTEREST
4398046511870|205|HAS_INTEREST
4398046511870|578|HAS_INTEREST
4398046511870|594|HAS_INTEREST
4398046511870|775|HAS_INTEREST
4398046511870|781|HAS_INTEREST
4398046511870|1173|HAS_INTEREST
4398046511870|1177|HAS_INTEREST
4398046511870|1180|HAS_INTEREST
4398046511870|1185|HAS_INTEREST
4398046511870|1186|HAS_INTEREST
4398046511870|1615|HAS_INTEREST
4398046511870|1758|HAS_INTEREST
4398046511870|1995|HAS_INTEREST
4398046511870|2067|HAS_INTEREST
4398046511870|2838|HAS_INTEREST
4398046511870|2925|HAS_INTEREST
4398046511870|2960|HAS_INTEREST
4398046511870|2991|HAS_INTEREST
4398046511870|4847|HAS_INTEREST
4398046511870|5062|HAS_INTEREST
4398046511870|5132|HAS_INTEREST
4398046511870|5191|HAS_INTEREST
4398046511870|6413|HAS_INTEREST
4398046511870|6938|HAS_INTEREST
4398046511870|6945|HAS_INTEREST
4398046511870|7380|HAS_INTEREST
4398046511870|9174|HAS_INTEREST
4398046511870|11375|HAS_INTEREST
4398046511870|11379|HAS_INTEREST
4398046511870|11408|HAS_INTEREST
4398046511870|12002|HAS_INTEREST
6597069766983|279|HAS_INTEREST
6597069766983|787|HAS_INTEREST
6597069766983|1747|HAS_INTEREST
6597069766983|2817|HAS_INTEREST
6597069766983|2824|HAS_INTEREST
6597069766983|2889|HAS_INTEREST
6597069766983|2957|HAS_INTEREST
6597069766983|3100|HAS_INTEREST
6597069766983|6080|HAS_INTEREST
8796093023060|558|HAS_INTEREST
8796093023060|574|HAS_INTEREST
8796093023060|11742|HAS_INTEREST
13194139534485|782|HAS_INTEREST
13194139534485|785|HAS_INTEREST
13194139534485|1171|HAS_INTEREST
13194139534485|1900|HAS_INTEREST
13194139534485|5078|HAS_INTEREST
19791209300372|280|HAS_INTEREST
19791209300372|777|HAS_INTEREST
19791209300372|1410|HAS_INTEREST
19791209300372|2779|HAS_INTEREST
26388279067350|6|HAS_INTEREST
26388279068275|468|HAS_INTEREST
26388279068275|798|HAS_INTEREST
26388279068275|1024|HAS_INTEREST
26388279068275|1193|HAS_INTEREST
26388279068275|1501|HAS_INTEREST
26388279068275|1988|HAS_INTEREST
26388279068275|1994|HAS_INTEREST
26388279068275|1996|HAS_INTEREST
26388279068275|2010|HAS_INTEREST
26388279068275|2048|HAS_INTEREST
26388279068275|2065|HAS_INTEREST
26388279068275|2108|HAS_INTEREST
26388279068275|2777|HAS_INTEREST
26388279068275|2781|HAS_INTEREST
26388279068275|2791|HAS_INTEREST
26388279068275|2792|HAS_INTEREST
26388279068275|2813|HAS_INTEREST
26388279068275|2848|HAS_INTEREST
26388279068275|2916|HAS_INTEREST
26388279068275|2944|HAS_INTEREST
26388279068275|2952|HAS_INTEREST
26388279068275|2981|HAS_INTEREST
26388279068275|2982|HAS_INTEREST
26388279068275|2986|HAS_INTEREST
26388279068275|2999|HAS_INTEREST
26388279068275|3074|HAS_INTEREST
26388279068275|3080|HAS_INTEREST
26388279068275|3093|HAS_INTEREST
26388279068275|5163|HAS_INTEREST
26388279068275|6933|HAS_INTEREST
26388279068275|6964|HAS_INTEREST
26388279068275|6974|HAS_INTEREST
26388279068275|7603|HAS_INTEREST
26388279068275|9150|HAS_INTEREST
26388279068275|9195|HAS_INTEREST
26388279068275|15678|HAS_INTEREST
28587302322873|244|HAS_INTEREST
30786325578788|1410|HAS_INTEREST
30786325578788|3088|HAS_INTEREST
30786325578788|9209|HAS_INTEREST
32985348834675|6|HAS_INTEREST
32985348834675|8|HAS_INTEREST
32985348834675|9|HAS_INTEREST
32985348834675|139|HAS_INTEREST
32985348834675|205|HAS_INTEREST
32985348834675|418|HAS_INTEREST
32985348834675|449|HAS_INTEREST
32985348834675|575|HAS_INTEREST
32985348834675|578|HAS_INTEREST
32985348834675|587|HAS_INTEREST
32985348834675|588|HAS_INTEREST
32985348834675|594|HAS_INTEREST
32985348834675|596|HAS_INTEREST
32985348834675|775|HAS_INTEREST
32985348834675|778|HAS_INTEREST
32985348834675|781|HAS_INTEREST
32985348834675|782|HAS_INTEREST
32985348834675|795|HAS_INTEREST
32985348834675|808|HAS_INTEREST
32985348834675|973|HAS_INTEREST
32985348834675|974|HAS_INTEREST
32985348834675|976|HAS_INTEREST
32985348834675|1170|HAS_INTEREST
32985348834675|1177|HAS_INTEREST
32985348834675|1179|HAS_INTEREST
32985348834675|1180|HAS_INTEREST
32985348834675|1186|HAS_INTEREST
32985348834675|1198|HAS_INTEREST
32985348834675|1545|HAS_INTEREST
32985348834675|1749|HAS_INTEREST
32985348834675|1759|HAS_INTEREST
32985348834675|1909|HAS_INTEREST
32985348834675|1912|HAS_INTEREST
32985348834675|1984|HAS_INTEREST
32985348834675|1992|HAS_INTEREST
32985348834675|2001|HAS_INTEREST
32985348834675|2020|HAS_INTEREST
32985348834675|2028|HAS_INTEREST
32985348834675|2031|HAS_INTEREST
32985348834675|2045|HAS_INTEREST
32985348834675|2046|HAS_INTEREST
32985348834675|2054|HAS_INTEREST
32985348834675|2068|HAS_INTEREST
32985348834675|2073|HAS_INTEREST
32985348834675|2078|HAS_INTEREST
32985348834675|2109|HAS_INTEREST
32985348834675|2115|HAS_INTEREST
32985348834675|2118|HAS_INTEREST
32985348834675|2788|HAS_INTEREST
32985348834675|2789|HAS_INTEREST
32985348834675|2803|HAS_INTEREST
32985348834675|2808|HAS_INTEREST
32985348834675|3106|HAS_INTEREST
32985348834675|5074|HAS_INTEREST
32985348834675|5085|HAS_INTEREST
32985348834675|5158|HAS_INTEREST
32985348834675|5161|HAS_INTEREST
32985348834675|5191|HAS_INTEREST
32985348834675|5192|HAS_INTEREST
32985348834675|6413|HAS_INTEREST
32985348834675|6418|HAS_INTEREST
32985348834675|6945|HAS_INTEREST
32985348834675|6964|HAS_INTEREST
32985348834675|6999|HAS_INTEREST
32985348834675|7604|HAS_INTEREST
32985348834675|9036|HAS_INTEREST
32985348834675|9063|HAS_INTEREST
32985348834675|9474|HAS_INTEREST
32985348834675|11254|HAS_INTEREST
32985348834675|11379|HAS_INTEREST
32985348834675|11408|HAS_INTEREST
32985348834675|11622|HAS_INTEREST
32985348834675|11625|HAS_INTEREST
32985348834675|11628|HAS_INTEREST
32985348834675|11633|HAS_INTEREST
32985348834675|11642|HAS_INTEREST
32985348834675|11695|HAS_INTEREST
32985348834675|11742|HAS_INTEREST
32985348834675|12002|HAS_INTEREST
8796093023143|1178|HAS_INTEREST
8796093023143|1929|HAS_INTEREST
8796093023461|17|HAS_INTEREST
13194139533850|776|HAS_INTEREST
13194139533850|782|HAS_INTEREST
13194139533850|1173|HAS_INTEREST
13194139533850|1456|HAS_INTEREST
13194139533850|2003|HAS_INTEREST
13194139533850|2031|HAS_INTEREST
13194139533850|2037|HAS_INTEREST
13194139533850|2044|HAS_INTEREST
13194139533850|2084|HAS_INTEREST
13194139533850|2795|HAS_INTEREST
13194139533850|2803|HAS_INTEREST
13194139533850|2807|HAS_INTEREST
13194139533850|2831|HAS_INTEREST
13194139533850|2836|HAS_INTEREST
13194139533850|2866|HAS_INTEREST
13194139533850|2935|HAS_INTEREST
13194139533850|2962|HAS_INTEREST
13194139533850|2982|HAS_INTEREST
13194139533850|3010|HAS_INTEREST
13194139533850|3084|HAS_INTEREST
13194139533850|5633|HAS_INTEREST
13194139533850|6981|HAS_INTEREST
13194139533850|7598|HAS_INTEREST
13194139533850|9141|HAS_INTEREST
13194139533850|9772|HAS_INTEREST
13194139533850|12690|HAS_INTEREST
15393162789992|140|HAS_INTEREST
15393162789992|524|HAS_INTEREST
15393162789992|566|HAS_INTEREST
15393162789992|571|HAS_INTEREST
15393162789992|796|HAS_INTEREST
15393162789992|812|HAS_INTEREST
15393162789992|1191|HAS_INTEREST
15393162789992|1202|HAS_INTEREST
15393162789992|1203|HAS_INTEREST
15393162789992|1504|HAS_INTEREST
15393162789992|1670|HAS_INTEREST
15393162789992|1758|HAS_INTEREST
15393162789992|1910|HAS_INTEREST
15393162789992|1919|HAS_INTEREST
15393162789992|1985|HAS_INTEREST
15393162789992|2002|HAS_INTEREST
15393162789992|2004|HAS_INTEREST
15393162789992|2014|HAS_INTEREST
15393162789992|2022|HAS_INTEREST
15393162789992|2027|HAS_INTEREST
15393162789992|2058|HAS_INTEREST
15393162789992|2086|HAS_INTEREST
15393162789992|2092|HAS_INTEREST
15393162789992|2116|HAS_INTEREST
15393162789992|2120|HAS_INTEREST
15393162789992|2782|HAS_INTEREST
15393162789992|2795|HAS_INTEREST
15393162789992|2799|HAS_INTEREST
15393162789992|2803|HAS_INTEREST
15393162789992|2810|HAS_INTEREST
15393162789992|2858|HAS_INTEREST
15393162789992|2868|HAS_INTEREST
15393162789992|2870|HAS_INTEREST
15393162789992|2887|HAS_INTEREST
15393162789992|2906|HAS_INTEREST
15393162789992|2908|HAS_INTEREST
15393162789992|2918|HAS_INTEREST
15393162789992|2919|HAS_INTEREST
15393162789992|2965|HAS_INTEREST
15393162789992|2984|HAS_INTEREST
15393162789992|3045|HAS_INTEREST
